CASE_ID,ALERT_ID,INVESTIGATOR_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS
CASE0000984,ALT00000048,INV_02,LOW,CLOSED_SAR_FILED,40
CASE0000985,ALT00007552,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,23
CASE0000986,ALT00005754,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0000987,ALT00001741,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0000988,ALT00002179,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0000989,ALT00003938,INV_03,LOW,CLOSED_FALSE_POSITIVE,7
CASE0000990,ALT00008089,INV_03,MEDIUM,OPEN,31
CASE0000991,ALT00004523,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0000992,ALT00003119,INV_03,HIGH,OPEN,4
CASE0000993,ALT00000150,INV_02,HIGH,CLOSED_FALSE_POSITIVE,20
CASE0000994,ALT00008579,INV_04,LOW,CLOSED_FALSE_POSITIVE,28
CASE0000995,ALT00004399,INV_01,MEDIUM,CLOSED_SAR_FILED,6
CASE0000996,ALT00008772,INV_03,LOW,CLOSED_FALSE_POSITIVE,42
CASE0000997,ALT00006890,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0000998,ALT00006761,INV_04,LOW,CLOSED_SAR_FILED,13
CASE0000999,ALT00001112,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0001000,ALT00001319,INV_03,HIGH,CLOSED_FALSE_POSITIVE,43
CASE0001001,ALT00008078,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0001002,ALT00002992,INV_04,HIGH,CLOSED_MONITORING,11
CASE0001003,ALT00008621,INV_03,LOW,OPEN,24
CASE0001004,ALT00009725,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0001005,ALT00010067,INV_03,MEDIUM,OPEN,6
CASE0001006,ALT00004979,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,1
CASE0001007,ALT00003208,INV_03,LOW,CLOSED_MONITORING,7
CASE0001008,ALT00006673,INV_03,HIGH,OPEN,13
CASE0001009,ALT00000534,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,30
CASE0001010,ALT00009958,INV_03,LOW,CLOSED_FALSE_POSITIVE,20
CASE0001011,ALT00008130,INV_01,HIGH,CLOSED_FALSE_POSITIVE,19
CASE0001012,ALT00008836,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001013,ALT00005787,INV_03,LOW,OPEN,6
CASE0001014,ALT00000743,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,1
CASE0001015,ALT00002904,AUTO_SYS,LOW,OPEN,44
CASE0001016,ALT00003579,INV_01,LOW,OPEN,18
CASE0001017,ALT00002271,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001018,ALT00003275,INV_01,LOW,CLOSED_FALSE_POSITIVE,22
CASE0001019,ALT00002153,AUTO_SYS,MEDIUM,CLOSED_MONITORING,43
CASE0001020,ALT00001331,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001021,ALT00002969,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001022,ALT00001806,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001023,ALT00007952,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,15
CASE0001024,ALT00001670,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001025,ALT00003140,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0001026,ALT00009093,INV_03,LOW,CLOSED_FALSE_POSITIVE,6
CASE0001027,ALT00000800,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001028,ALT00008726,INV_04,HIGH,CLOSED_SAR_FILED,9
CASE0001029,ALT00004773,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0001030,ALT00001085,INV_04,HIGH,CLOSED_FALSE_POSITIVE,22
CASE0001031,ALT00008465,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001032,ALT00001370,INV_03,LOW,CLOSED_MONITORING,5
CASE0001033,ALT00001122,INV_01,MEDIUM,CLOSED_SAR_FILED,9
CASE0001034,ALT00004098,INV_01,MEDIUM,CLOSED_SAR_FILED,19
CASE0001035,ALT00002575,INV_01,LOW,OPEN,19
CASE0001036,ALT00009220,INV_01,LOW,CLOSED_FALSE_POSITIVE,41
CASE0001037,ALT00000587,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001038,ALT00002378,AUTO_SYS,MEDIUM,OPEN,2
CASE0001039,ALT00005886,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001040,ALT00004701,INV_04,LOW,CLOSED_FALSE_POSITIVE,39
CASE0001041,ALT00005412,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001042,ALT00004439,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001043,ALT00009489,INV_02,LOW,CLOSED_SAR_FILED,18
CASE0001044,ALT00008623,INV_02,HIGH,CLOSED_FALSE_POSITIVE,16
CASE0001045,ALT00000024,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,16
CASE0001046,ALT00008784,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001047,ALT00000790,INV_03,LOW,OPEN,14
CASE0001048,ALT00001489,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0001049,ALT00008181,INV_02,MEDIUM,OPEN,1
CASE0001050,ALT00001148,INV_03,MEDIUM,CLOSED_SAR_FILED,7
CASE0001051,ALT00008194,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,24
CASE0001052,ALT00010189,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0001053,ALT00009073,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001054,ALT00001348,INV_03,HIGH,CLOSED_FALSE_POSITIVE,22
CASE0001055,ALT00006248,INV_02,LOW,CLOSED_FALSE_POSITIVE,3
CASE0001056,ALT00009777,INV_01,LOW,OPEN,35
CASE0001057,ALT00001361,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,43
CASE0001058,ALT00000606,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0001059,ALT00002474,INV_04,LOW,OPEN,9
CASE0001060,ALT00000994,INV_02,MEDIUM,CLOSED_MONITORING,8
CASE0001061,ALT00006920,AUTO_SYS,MEDIUM,OPEN,44
CASE0001062,ALT00001161,INV_02,MEDIUM,CLOSED_SAR_FILED,2
CASE0001063,ALT00008241,INV_02,HIGH,CLOSED_FALSE_POSITIVE,31
CASE0001064,ALT00007133,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001065,ALT00005199,INV_03,LOW,CLOSED_FALSE_POSITIVE,23
CASE0001066,ALT00006522,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001067,ALT00002019,INV_01,LOW,CLOSED_FALSE_POSITIVE,43
CASE0001068,ALT00004824,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001069,ALT00004900,AUTO_SYS,LOW,CLOSED_MONITORING,2
CASE0001070,ALT00008458,INV_02,MEDIUM,CLOSED_MONITORING,7
CASE0001071,ALT00008117,INV_02,LOW,CLOSED_SAR_FILED,18
CASE0001072,ALT00003308,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001073,ALT00002211,INV_04,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001074,ALT00001759,INV_04,MEDIUM,CLOSED_SAR_FILED,2
CASE0001075,ALT00004157,INV_01,HIGH,CLOSED_SAR_FILED,43
CASE0001076,ALT00001942,INV_03,LOW,CLOSED_MONITORING,6
CASE0001077,ALT00002871,AUTO_SYS,MEDIUM,CLOSED_MONITORING,15
CASE0001078,ALT00001693,INV_02,MEDIUM,OPEN,37
CASE0001079,ALT00007239,AUTO_SYS,MEDIUM,OPEN,23
CASE0001080,ALT00006600,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001081,ALT00004339,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,33
CASE0001082,ALT00008038,AUTO_SYS,HIGH,CLOSED_SAR_FILED,39
CASE0001083,ALT00000268,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001084,ALT00004823,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,43
CASE0001085,ALT00008182,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,12
CASE0001086,ALT00003621,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001087,ALT00001619,INV_03,LOW,OPEN,29
CASE0001088,ALT00009330,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,7
CASE0001089,ALT00000966,INV_04,LOW,CLOSED_FALSE_POSITIVE,12
CASE0001090,ALT00000253,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001091,ALT00010160,INV_04,LOW,OPEN,25
CASE0001092,ALT00009031,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,28
CASE0001093,ALT00000051,AUTO_SYS,LOW,OPEN,34
CASE0001094,ALT00008251,INV_03,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001095,ALT00000873,INV_01,HIGH,CLOSED_MONITORING,5
CASE0001096,ALT00007829,INV_02,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001097,ALT00004068,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0001098,ALT00008675,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0001099,ALT00003081,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001100,ALT00009602,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,34
CASE0001101,ALT00003133,INV_03,HIGH,OPEN,41
CASE0001102,ALT00001748,INV_04,LOW,CLOSED_SAR_FILED,17
CASE0001103,ALT00000249,INV_04,MEDIUM,OPEN,32
CASE0001104,ALT00008603,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,3
CASE0001105,ALT00006393,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,32
CASE0001106,ALT00007515,INV_01,MEDIUM,OPEN,31
CASE0001107,ALT00005382,INV_04,LOW,CLOSED_MONITORING,18
CASE0001108,ALT00000972,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0001109,ALT00010011,INV_03,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0001110,ALT00003551,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001111,ALT00006430,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,29
CASE0001112,ALT00002895,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,13
CASE0001113,ALT00006339,INV_04,LOW,CLOSED_FALSE_POSITIVE,37
CASE0001114,ALT00006019,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001115,ALT00008299,INV_02,LOW,CLOSED_FALSE_POSITIVE,27
CASE0001116,ALT00010001,INV_03,LOW,OPEN,36
CASE0001117,ALT00000448,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001118,ALT00007402,INV_04,HIGH,CLOSED_FALSE_POSITIVE,25
CASE0001119,ALT00004555,INV_02,HIGH,CLOSED_FALSE_POSITIVE,9
CASE0001120,ALT00004891,AUTO_SYS,LOW,CLOSED_MONITORING,21
CASE0001121,ALT00001671,INV_02,HIGH,CLOSED_FALSE_POSITIVE,44
CASE0001122,ALT00001769,INV_03,LOW,CLOSED_FALSE_POSITIVE,3
CASE0001123,ALT00006946,AUTO_SYS,LOW,CLOSED_SAR_FILED,22
CASE0001124,ALT00005965,INV_03,LOW,CLOSED_SAR_FILED,29
CASE0001125,ALT00000462,INV_01,HIGH,CLOSED_FALSE_POSITIVE,21
CASE0001126,ALT00008202,INV_02,LOW,OPEN,40
CASE0001127,ALT00001878,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0001128,ALT00004690,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0001129,ALT00009245,AUTO_SYS,MEDIUM,CLOSED_MONITORING,7
CASE0001130,ALT00000377,INV_01,HIGH,CLOSED_MONITORING,13
CASE0001131,ALT00000411,INV_01,MEDIUM,CLOSED_SAR_FILED,28
CASE0001132,ALT00004276,AUTO_SYS,LOW,CLOSED_MONITORING,4
CASE0001133,ALT00003400,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,16
CASE0001134,ALT00007177,INV_03,LOW,CLOSED_FALSE_POSITIVE,43
CASE0001135,ALT00007183,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001136,ALT00002679,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001137,ALT00009431,INV_04,MEDIUM,CLOSED_MONITORING,32
CASE0001138,ALT00001865,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0001139,ALT00001510,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001140,ALT00009551,INV_03,MEDIUM,CLOSED_SAR_FILED,26
CASE0001141,ALT00008631,INV_04,LOW,CLOSED_FALSE_POSITIVE,23
CASE0001142,ALT00000275,INV_01,LOW,CLOSED_FALSE_POSITIVE,13
CASE0001143,ALT00002752,AUTO_SYS,LOW,CLOSED_SAR_FILED,26
CASE0001144,ALT00002587,AUTO_SYS,LOW,CLOSED_SAR_FILED,18
CASE0001145,ALT00009718,INV_02,LOW,CLOSED_FALSE_POSITIVE,18
CASE0001146,ALT00007856,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001147,ALT00005235,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001148,ALT00002479,INV_04,MEDIUM,CLOSED_SAR_FILED,10
CASE0001149,ALT00006461,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001150,ALT00007196,INV_03,LOW,CLOSED_FALSE_POSITIVE,23
CASE0001151,ALT00005156,INV_04,HIGH,CLOSED_MONITORING,4
CASE0001152,ALT00002302,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001153,ALT00004330,INV_02,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001154,ALT00007250,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,28
CASE0001155,ALT00007256,INV_02,LOW,CLOSED_SAR_FILED,21
CASE0001156,ALT00007965,INV_04,LOW,OPEN,37
CASE0001157,ALT00009276,INV_03,HIGH,CLOSED_SAR_FILED,42
CASE0001158,ALT00008223,AUTO_SYS,LOW,CLOSED_SAR_FILED,34
CASE0001159,ALT00007579,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0001160,ALT00007376,INV_02,LOW,CLOSED_FALSE_POSITIVE,25
CASE0001161,ALT00000514,INV_01,LOW,CLOSED_SAR_FILED,28
CASE0001162,ALT00002708,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001163,ALT00001403,AUTO_SYS,HIGH,CLOSED_SAR_FILED,27
CASE0001164,ALT00009393,INV_03,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001165,ALT00000922,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,15
CASE0001166,ALT00007780,INV_02,HIGH,CLOSED_FALSE_POSITIVE,40
CASE0001167,ALT00002755,AUTO_SYS,LOW,CLOSED_MONITORING,4
CASE0001168,ALT00009989,INV_02,HIGH,CLOSED_FALSE_POSITIVE,35
CASE0001169,ALT00002076,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001170,ALT00000475,INV_02,LOW,CLOSED_MONITORING,33
CASE0001171,ALT00004930,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001172,ALT00005146,INV_03,LOW,CLOSED_FALSE_POSITIVE,25
CASE0001173,ALT00007121,INV_01,MEDIUM,CLOSED_MONITORING,24
CASE0001174,ALT00003509,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001175,ALT00008360,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001176,ALT00003108,INV_04,LOW,CLOSED_MONITORING,38
CASE0001177,ALT00005720,INV_03,MEDIUM,CLOSED_MONITORING,19
CASE0001178,ALT00000481,INV_01,LOW,CLOSED_FALSE_POSITIVE,23
CASE0001179,ALT00005943,INV_02,MEDIUM,OPEN,14
CASE0001180,ALT00003152,INV_01,LOW,CLOSED_FALSE_POSITIVE,7
CASE0001181,ALT00003652,INV_01,MEDIUM,OPEN,40
CASE0001182,ALT00009099,INV_01,HIGH,CLOSED_FALSE_POSITIVE,2
CASE0001183,ALT00004477,INV_01,MEDIUM,OPEN,39
CASE0001184,ALT00008154,INV_01,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001185,ALT00009740,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001186,ALT00002168,INV_03,MEDIUM,OPEN,17
CASE0001187,ALT00008398,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001188,ALT00007969,INV_01,HIGH,OPEN,30
CASE0001189,ALT00009876,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,18
CASE0001190,ALT00003173,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001191,ALT00006959,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,10
CASE0001192,ALT00007751,INV_02,LOW,CLOSED_FALSE_POSITIVE,36
CASE0001193,ALT00009956,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001194,ALT00009283,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0001195,ALT00007433,INV_04,LOW,CLOSED_FALSE_POSITIVE,12
CASE0001196,ALT00009738,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,41
CASE0001197,ALT00000715,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0001198,ALT00005765,INV_02,HIGH,CLOSED_FALSE_POSITIVE,29
CASE0001199,ALT00009226,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001200,ALT00008397,AUTO_SYS,MEDIUM,OPEN,20
CASE0001201,ALT00001225,INV_04,MEDIUM,CLOSED_SAR_FILED,25
CASE0001202,ALT00008882,INV_01,HIGH,CLOSED_FALSE_POSITIVE,31
CASE0001203,ALT00008328,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001204,ALT00008370,INV_03,LOW,CLOSED_SAR_FILED,5
CASE0001205,ALT00001021,INV_01,LOW,CLOSED_FALSE_POSITIVE,13
CASE0001206,ALT00000706,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001207,ALT00007691,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0001208,ALT00005806,INV_03,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001209,ALT00002555,INV_04,LOW,CLOSED_SAR_FILED,2
CASE0001210,ALT00008201,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0001211,ALT00000909,INV_04,HIGH,CLOSED_MONITORING,20
CASE0001212,ALT00003017,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,38
CASE0001213,ALT00005904,INV_03,HIGH,CLOSED_FALSE_POSITIVE,31
CASE0001214,ALT00007257,AUTO_SYS,MEDIUM,OPEN,28
CASE0001215,ALT00003046,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001216,ALT00004771,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001217,ALT00000595,INV_04,MEDIUM,OPEN,25
CASE0001218,ALT00004529,INV_04,MEDIUM,CLOSED_MONITORING,2
CASE0001219,ALT00000441,INV_04,MEDIUM,CLOSED_MONITORING,19
CASE0001220,ALT00007088,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001221,ALT00004333,INV_04,LOW,CLOSED_MONITORING,11
CASE0001222,ALT00009554,INV_02,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001223,ALT00000011,INV_03,MEDIUM,CLOSED_SAR_FILED,30
CASE0001224,ALT00004864,INV_01,LOW,OPEN,28
CASE0001225,ALT00007635,INV_03,LOW,CLOSED_FALSE_POSITIVE,24
CASE0001226,ALT00006195,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001227,ALT00009920,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,9
CASE0001228,ALT00000094,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001229,ALT00003320,INV_03,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001230,ALT00006480,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001231,ALT00003339,INV_01,HIGH,CLOSED_FALSE_POSITIVE,41
CASE0001232,ALT00007832,INV_04,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001233,ALT00004996,INV_01,MEDIUM,OPEN,30
CASE0001234,ALT00002408,INV_02,HIGH,CLOSED_FALSE_POSITIVE,30
CASE0001235,ALT00000293,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0001236,ALT00000789,INV_04,HIGH,CLOSED_FALSE_POSITIVE,19
CASE0001237,ALT00004829,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001238,ALT00003255,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001239,ALT00005826,INV_04,LOW,CLOSED_FALSE_POSITIVE,26
CASE0001240,ALT00005984,INV_03,LOW,CLOSED_FALSE_POSITIVE,24
CASE0001241,ALT00001374,INV_04,HIGH,CLOSED_MONITORING,38
CASE0001242,ALT00007192,INV_04,LOW,CLOSED_FALSE_POSITIVE,1
CASE0001243,ALT00001795,INV_04,MEDIUM,CLOSED_SAR_FILED,16
CASE0001244,ALT00009429,INV_04,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0001245,ALT00006573,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,1
CASE0001246,ALT00002134,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001247,ALT00003464,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001248,ALT00004897,INV_03,HIGH,CLOSED_MONITORING,16
CASE0001249,ALT00003033,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0001250,ALT00009992,INV_03,MEDIUM,OPEN,25
CASE0001251,ALT00002887,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,23
CASE0001252,ALT00008518,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0001253,ALT00006927,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001254,ALT00003774,AUTO_SYS,LOW,CLOSED_MONITORING,7
CASE0001255,ALT00008893,INV_01,LOW,CLOSED_FALSE_POSITIVE,21
CASE0001256,ALT00006419,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001257,ALT00007744,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001258,ALT00002184,INV_02,MEDIUM,CLOSED_SAR_FILED,33
CASE0001259,ALT00003188,INV_01,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001260,ALT00002817,INV_03,LOW,OPEN,41
CASE0001261,ALT00003313,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,27
CASE0001262,ALT00003106,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001263,ALT00004490,INV_04,LOW,OPEN,12
CASE0001264,ALT00009312,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,6
CASE0001265,ALT00008199,AUTO_SYS,MEDIUM,OPEN,2
CASE0001266,ALT00009197,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001267,ALT00000838,INV_02,LOW,CLOSED_MONITORING,40
CASE0001268,ALT00007851,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0001269,ALT00010170,AUTO_SYS,MEDIUM,CLOSED_MONITORING,21
CASE0001270,ALT00006721,INV_03,LOW,CLOSED_FALSE_POSITIVE,21
CASE0001271,ALT00006413,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0001272,ALT00009955,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,42
CASE0001273,ALT00004266,INV_01,LOW,CLOSED_FALSE_POSITIVE,36
CASE0001274,ALT00005750,INV_03,HIGH,OPEN,34
CASE0001275,ALT00005796,INV_02,MEDIUM,CLOSED_SAR_FILED,8
CASE0001276,ALT00010104,INV_02,HIGH,CLOSED_MONITORING,43
CASE0001277,ALT00006551,INV_01,LOW,CLOSED_FALSE_POSITIVE,41
CASE0001278,ALT00004541,INV_01,LOW,CLOSED_FALSE_POSITIVE,40
CASE0001279,ALT00004002,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001280,ALT00004713,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001281,ALT00005457,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001282,ALT00006210,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0001283,ALT00003626,INV_03,MEDIUM,CLOSED_MONITORING,29
CASE0001284,ALT00006093,AUTO_SYS,MEDIUM,OPEN,39
CASE0001285,ALT00002406,INV_02,HIGH,CLOSED_FALSE_POSITIVE,31
CASE0001286,ALT00003985,INV_03,LOW,CLOSED_FALSE_POSITIVE,12
CASE0001287,ALT00000701,INV_04,LOW,CLOSED_MONITORING,14
CASE0001288,ALT00005166,INV_04,HIGH,CLOSED_FALSE_POSITIVE,22
CASE0001289,ALT00001447,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001290,ALT00008953,INV_02,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001291,ALT00009585,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0001292,ALT00002089,INV_03,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001293,ALT00008778,INV_01,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001294,ALT00004340,INV_02,HIGH,CLOSED_FALSE_POSITIVE,20
CASE0001295,ALT00008845,INV_02,LOW,OPEN,4
CASE0001296,ALT00008500,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0001297,ALT00006602,INV_02,HIGH,CLOSED_FALSE_POSITIVE,37
CASE0001298,ALT00008025,INV_02,HIGH,OPEN,13
CASE0001299,ALT00008409,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001300,ALT00010159,INV_04,HIGH,CLOSED_FALSE_POSITIVE,10
CASE0001301,ALT00009768,INV_04,LOW,CLOSED_FALSE_POSITIVE,27
CASE0001302,ALT00007609,INV_02,LOW,CLOSED_FALSE_POSITIVE,31
CASE0001303,ALT00008062,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001304,ALT00005867,INV_03,LOW,CLOSED_FALSE_POSITIVE,39
CASE0001305,ALT00007508,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001306,ALT00004719,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,35
CASE0001307,ALT00004095,INV_02,LOW,CLOSED_MONITORING,24
CASE0001308,ALT00007615,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001309,ALT00003024,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,34
