CASE_ID,ALERT_ID,INVESTIGATOR_ID,CASE_STATUS
CASE001233,ALT0005550,INV_02,CLOSED_FALSE_POSITIVE
CASE001234,ALT0008923,AUTO_SYS,OPEN
CASE001235,ALT0003171,INV_01,CLOSED_FALSE_POSITIVE
CASE001236,ALT0003236,INV_03,CLOSED_FALSE_POSITIVE
CASE001237,ALT0000267,INV_01,CLOSED_FALSE_POSITIVE
CASE001238,ALT0003780,INV_01,OPEN
CASE001239,ALT0003237,INV_03,CLOSED_FALSE_POSITIVE
CASE001240,ALT0000253,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001241,ALT0008991,INV_03,OPEN
CASE001242,ALT0006102,INV_01,CLOSED_FALSE_POSITIVE
CASE001243,ALT0007627,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001244,ALT0002891,INV_01,CLOSED_FALSE_POSITIVE
CASE001245,ALT0003959,AUTO_SYS,CLOSED_SAR_FILED
CASE001246,ALT0004512,AUTO_SYS,OPEN
CASE001247,ALT0002170,AUTO_SYS,OPEN
CASE001248,ALT0009342,INV_01,CLOSED_FALSE_POSITIVE
CASE001249,ALT0007740,INV_01,CLOSED_FALSE_POSITIVE
CASE001250,ALT0002854,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001251,ALT0007931,AUTO_SYS,CLOSED_SAR_FILED
CASE001252,ALT0001411,INV_03,CLOSED_FALSE_POSITIVE
CASE001253,ALT0000398,INV_02,CLOSED_FALSE_POSITIVE
CASE001254,ALT0002955,INV_03,OPEN
CASE001255,ALT0009566,INV_02,CLOSED_FALSE_POSITIVE
CASE001256,ALT0005537,INV_03,CLOSED_FALSE_POSITIVE
CASE001257,ALT0000890,INV_01,CLOSED_FALSE_POSITIVE
CASE001258,ALT0001520,INV_02,CLOSED_FALSE_POSITIVE
CASE001259,ALT0004554,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001260,ALT0008227,INV_02,CLOSED_FALSE_POSITIVE
CASE001261,ALT0001482,INV_03,CLOSED_FALSE_POSITIVE
CASE001262,ALT0005726,INV_02,CLOSED_SAR_FILED
CASE001263,ALT0005707,INV_02,CLOSED_FALSE_POSITIVE
CASE001264,ALT0007254,INV_03,CLOSED_FALSE_POSITIVE
CASE001265,ALT0007504,INV_02,OPEN
CASE001266,ALT0000429,INV_01,CLOSED_FALSE_POSITIVE
CASE001267,ALT0009501,INV_02,CLOSED_FALSE_POSITIVE
CASE001268,ALT0004728,INV_02,CLOSED_FALSE_POSITIVE
CASE001269,ALT0008009,AUTO_SYS,OPEN
CASE001270,ALT0007260,INV_02,CLOSED_FALSE_POSITIVE
CASE001271,ALT0007009,INV_01,CLOSED_FALSE_POSITIVE
CASE001272,ALT0007454,INV_03,CLOSED_FALSE_POSITIVE
CASE001273,ALT0008305,INV_01,CLOSED_FALSE_POSITIVE
CASE001274,ALT0002570,INV_01,CLOSED_FALSE_POSITIVE
CASE001275,ALT0003652,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001276,ALT0008737,INV_02,CLOSED_FALSE_POSITIVE
CASE001277,ALT0005836,INV_02,OPEN
CASE001278,ALT0008105,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001279,ALT0000039,INV_03,CLOSED_FALSE_POSITIVE
CASE001280,ALT0002595,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001281,ALT0004154,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001282,ALT0004426,INV_02,OPEN
CASE001283,ALT0001433,INV_01,CLOSED_FALSE_POSITIVE
CASE001284,ALT0006027,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001285,ALT0004275,INV_02,CLOSED_FALSE_POSITIVE
CASE001286,ALT0000853,AUTO_SYS,CLOSED_SAR_FILED
CASE001287,ALT0006203,INV_03,OPEN
CASE001288,ALT0002208,INV_03,CLOSED_SAR_FILED
CASE001289,ALT0009152,INV_02,OPEN
CASE001290,ALT0007478,INV_03,CLOSED_FALSE_POSITIVE
CASE001291,ALT0008453,INV_01,OPEN
CASE001292,ALT0008191,INV_01,CLOSED_FALSE_POSITIVE
CASE001293,ALT0006823,INV_02,CLOSED_FALSE_POSITIVE
CASE001294,ALT0004349,INV_03,CLOSED_FALSE_POSITIVE
CASE001295,ALT0001625,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001296,ALT0005473,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001297,ALT0006135,AUTO_SYS,CLOSED_SAR_FILED
CASE001298,ALT0006998,INV_01,CLOSED_FALSE_POSITIVE
CASE001299,ALT0001981,INV_01,OPEN
CASE001300,ALT0006788,INV_01,CLOSED_FALSE_POSITIVE
CASE001301,ALT0001406,INV_02,CLOSED_FALSE_POSITIVE
CASE001302,ALT0007087,INV_03,CLOSED_FALSE_POSITIVE
CASE001303,ALT0004756,INV_01,CLOSED_SAR_FILED
CASE001304,ALT0007369,INV_03,CLOSED_FALSE_POSITIVE
CASE001305,ALT0009442,INV_01,CLOSED_FALSE_POSITIVE
CASE001306,ALT0009318,INV_03,CLOSED_FALSE_POSITIVE
CASE001307,ALT0004785,INV_02,CLOSED_SAR_FILED
CASE001308,ALT0002017,INV_01,CLOSED_FALSE_POSITIVE
CASE001309,ALT0006401,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001310,ALT0005340,INV_03,OPEN
CASE001311,ALT0005890,INV_02,CLOSED_SAR_FILED
CASE001312,ALT0007069,INV_03,CLOSED_FALSE_POSITIVE
CASE001313,ALT0003537,INV_02,CLOSED_FALSE_POSITIVE
CASE001314,ALT0002351,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001315,ALT0002444,INV_02,CLOSED_FALSE_POSITIVE
CASE001316,ALT0000034,INV_01,CLOSED_FALSE_POSITIVE
CASE001317,ALT0007301,INV_03,CLOSED_FALSE_POSITIVE
CASE001318,ALT0008466,INV_02,CLOSED_FALSE_POSITIVE
CASE001319,ALT0001523,INV_01,CLOSED_FALSE_POSITIVE
CASE001320,ALT0000659,INV_03,OPEN
CASE001321,ALT0004546,INV_03,CLOSED_FALSE_POSITIVE
CASE001322,ALT0000935,INV_01,CLOSED_FALSE_POSITIVE
CASE001323,ALT0006187,INV_01,CLOSED_FALSE_POSITIVE
CASE001324,ALT0006653,INV_01,CLOSED_FALSE_POSITIVE
CASE001325,ALT0007909,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001326,ALT0003103,INV_03,CLOSED_FALSE_POSITIVE
CASE001327,ALT0001613,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001328,ALT0002173,INV_03,CLOSED_FALSE_POSITIVE
CASE001329,ALT0000266,INV_01,CLOSED_FALSE_POSITIVE
CASE001330,ALT0008474,INV_01,CLOSED_SAR_FILED
CASE001331,ALT0000653,INV_01,CLOSED_FALSE_POSITIVE
CASE001332,ALT0002828,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001333,ALT0000246,INV_01,CLOSED_FALSE_POSITIVE
CASE001334,ALT0001195,INV_01,CLOSED_FALSE_POSITIVE
CASE001335,ALT0004108,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001336,ALT0002706,INV_01,OPEN
CASE001337,ALT0009193,INV_02,CLOSED_SAR_FILED
CASE001338,ALT0009542,AUTO_SYS,OPEN
CASE001339,ALT0007929,INV_03,OPEN
CASE001340,ALT0005030,INV_03,OPEN
CASE001341,ALT0007432,INV_02,CLOSED_FALSE_POSITIVE
CASE001342,ALT0008067,INV_02,CLOSED_FALSE_POSITIVE
CASE001343,ALT0000265,INV_03,OPEN
CASE001344,ALT0003286,INV_01,CLOSED_FALSE_POSITIVE
CASE001345,ALT0008727,INV_03,CLOSED_FALSE_POSITIVE
CASE001346,ALT0005242,INV_03,CLOSED_FALSE_POSITIVE
CASE001347,ALT0004907,INV_02,CLOSED_FALSE_POSITIVE
CASE001348,ALT0007329,INV_02,CLOSED_FALSE_POSITIVE
CASE001349,ALT0001686,INV_01,CLOSED_FALSE_POSITIVE
CASE001350,ALT0009744,INV_03,CLOSED_FALSE_POSITIVE
CASE001351,ALT0010014,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001352,ALT0006180,INV_02,OPEN
CASE001353,ALT0001756,INV_02,OPEN
CASE001354,ALT0006454,INV_01,CLOSED_FALSE_POSITIVE
CASE001355,ALT0005852,INV_03,CLOSED_FALSE_POSITIVE
CASE001356,ALT0003048,INV_01,CLOSED_FALSE_POSITIVE
CASE001357,ALT0008265,INV_03,CLOSED_FALSE_POSITIVE
CASE001358,ALT0008064,INV_02,CLOSED_FALSE_POSITIVE
CASE001359,ALT0008707,INV_03,OPEN
CASE001360,ALT0005034,INV_03,CLOSED_FALSE_POSITIVE
CASE001361,ALT0007904,INV_01,CLOSED_FALSE_POSITIVE
CASE001362,ALT0001316,INV_01,OPEN
CASE001363,ALT0002077,INV_02,CLOSED_FALSE_POSITIVE
CASE001364,ALT0005964,INV_03,CLOSED_FALSE_POSITIVE
CASE001365,ALT0004082,INV_03,CLOSED_FALSE_POSITIVE
CASE001366,ALT0009417,INV_01,CLOSED_FALSE_POSITIVE
CASE001367,ALT0003350,INV_02,CLOSED_SAR_FILED
CASE001368,ALT0007225,INV_02,OPEN
CASE001369,ALT0009679,INV_03,CLOSED_FALSE_POSITIVE
CASE001370,ALT0006494,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001371,ALT0007136,INV_03,CLOSED_FALSE_POSITIVE
CASE001372,ALT0001223,INV_01,CLOSED_FALSE_POSITIVE
CASE001373,ALT0001122,INV_01,CLOSED_SAR_FILED
CASE001374,ALT0000190,INV_01,CLOSED_FALSE_POSITIVE
CASE001375,ALT0003276,INV_02,CLOSED_FALSE_POSITIVE
CASE001376,ALT0006623,INV_03,CLOSED_FALSE_POSITIVE
CASE001377,ALT0003961,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001378,ALT0006159,AUTO_SYS,CLOSED_SAR_FILED
CASE001379,ALT0004113,INV_01,CLOSED_FALSE_POSITIVE
CASE001380,ALT0006349,INV_02,CLOSED_FALSE_POSITIVE
CASE001381,ALT0005696,INV_01,OPEN
CASE001382,ALT0001597,INV_03,OPEN
CASE001383,ALT0000828,INV_02,CLOSED_FALSE_POSITIVE
CASE001384,ALT0009800,INV_03,CLOSED_SAR_FILED
CASE001385,ALT0008588,AUTO_SYS,OPEN
CASE001386,ALT0002704,INV_03,OPEN
CASE001387,ALT0003291,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001388,ALT0002414,INV_02,CLOSED_FALSE_POSITIVE
CASE001389,ALT0004911,INV_03,OPEN
CASE001390,ALT0005028,INV_03,CLOSED_FALSE_POSITIVE
CASE001391,ALT0003118,INV_01,OPEN
CASE001392,ALT0004034,INV_01,CLOSED_FALSE_POSITIVE
CASE001393,ALT0002767,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001394,ALT0007379,INV_02,OPEN
CASE001395,ALT0009036,INV_02,CLOSED_FALSE_POSITIVE
CASE001396,ALT0003788,INV_02,CLOSED_FALSE_POSITIVE
CASE001397,ALT0007083,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001398,ALT0006315,INV_03,OPEN
CASE001399,ALT0001687,INV_02,CLOSED_FALSE_POSITIVE
CASE001400,ALT0001249,AUTO_SYS,CLOSED_SAR_FILED
CASE001401,ALT0009310,INV_01,CLOSED_FALSE_POSITIVE
CASE001402,ALT0005496,INV_01,CLOSED_FALSE_POSITIVE
CASE001403,ALT0000271,INV_01,CLOSED_FALSE_POSITIVE
CASE001404,ALT0009285,INV_01,CLOSED_FALSE_POSITIVE
CASE001405,ALT0006579,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001406,ALT0007988,INV_03,CLOSED_FALSE_POSITIVE
CASE001407,ALT0009603,INV_01,CLOSED_FALSE_POSITIVE
CASE001408,ALT0000502,AUTO_SYS,CLOSED_SAR_FILED
CASE001409,ALT0005451,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001410,ALT0002091,INV_02,CLOSED_FALSE_POSITIVE
CASE001411,ALT0006828,INV_01,CLOSED_FALSE_POSITIVE
CASE001412,ALT0005080,INV_03,CLOSED_FALSE_POSITIVE
CASE001413,ALT0006931,INV_01,OPEN
CASE001414,ALT0007801,INV_01,CLOSED_FALSE_POSITIVE
CASE001415,ALT0008901,INV_02,CLOSED_FALSE_POSITIVE
CASE001416,ALT0002046,INV_03,CLOSED_FALSE_POSITIVE
CASE001417,ALT0003478,INV_03,OPEN
CASE001418,ALT0002717,INV_01,CLOSED_FALSE_POSITIVE
CASE001419,ALT0002123,INV_02,CLOSED_FALSE_POSITIVE
CASE001420,ALT0006306,INV_03,CLOSED_FALSE_POSITIVE
CASE001421,ALT0001631,INV_01,CLOSED_FALSE_POSITIVE
CASE001422,ALT0001878,AUTO_SYS,OPEN
CASE001423,ALT0005895,INV_03,CLOSED_FALSE_POSITIVE
CASE001424,ALT0005928,INV_02,CLOSED_FALSE_POSITIVE
CASE001425,ALT0004276,INV_03,OPEN
CASE001426,ALT0007128,INV_01,OPEN
CASE001427,ALT0000175,INV_02,CLOSED_FALSE_POSITIVE
CASE001428,ALT0008584,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001429,ALT0004879,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001430,ALT0006357,INV_01,CLOSED_FALSE_POSITIVE
CASE001431,ALT0008154,INV_03,CLOSED_FALSE_POSITIVE
CASE001432,ALT0007073,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001433,ALT0002374,INV_01,OPEN
CASE001434,ALT0009354,AUTO_SYS,OPEN
CASE001435,ALT0009643,INV_03,CLOSED_SAR_FILED
CASE001436,ALT0006079,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001437,ALT0004806,INV_03,CLOSED_FALSE_POSITIVE
CASE001438,ALT0006010,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001439,ALT0008955,INV_02,OPEN
CASE001440,ALT0009740,INV_01,CLOSED_FALSE_POSITIVE
CASE001441,ALT0002855,INV_03,CLOSED_FALSE_POSITIVE
CASE001442,ALT0003037,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001443,ALT0008283,INV_01,CLOSED_FALSE_POSITIVE
CASE001444,ALT0005765,INV_01,CLOSED_FALSE_POSITIVE
CASE001445,ALT0009111,AUTO_SYS,CLOSED_SAR_FILED
CASE001446,ALT0005147,INV_02,CLOSED_FALSE_POSITIVE
CASE001447,ALT0001560,INV_01,OPEN
CASE001448,ALT0006417,INV_03,CLOSED_FALSE_POSITIVE
CASE001449,ALT0005180,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001450,ALT0004631,AUTO_SYS,CLOSED_SAR_FILED
CASE001451,ALT0003867,INV_02,OPEN
CASE001452,ALT0000224,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001453,ALT0009052,AUTO_SYS,CLOSED_SAR_FILED
CASE001454,ALT0003806,INV_02,OPEN
CASE001455,ALT0004997,INV_01,CLOSED_FALSE_POSITIVE
CASE001456,ALT0008021,INV_03,CLOSED_FALSE_POSITIVE
CASE001457,ALT0006946,INV_02,CLOSED_FALSE_POSITIVE
CASE001458,ALT0009865,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001459,ALT0000909,INV_02,CLOSED_FALSE_POSITIVE
CASE001460,ALT0000067,INV_02,CLOSED_FALSE_POSITIVE
CASE001461,ALT0008882,INV_02,CLOSED_FALSE_POSITIVE
CASE001462,ALT0003050,INV_02,CLOSED_FALSE_POSITIVE
CASE001463,ALT0007550,INV_02,CLOSED_FALSE_POSITIVE
CASE001464,ALT0001140,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001465,ALT0007109,INV_02,CLOSED_FALSE_POSITIVE
CASE001466,ALT0008652,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001467,ALT0006651,INV_03,OPEN
CASE001468,ALT0007892,INV_01,CLOSED_FALSE_POSITIVE
CASE001469,ALT0008760,INV_01,OPEN
CASE001470,ALT0003719,INV_02,CLOSED_FALSE_POSITIVE
CASE001471,ALT0004397,INV_02,CLOSED_FALSE_POSITIVE
CASE001472,ALT0006590,INV_01,CLOSED_FALSE_POSITIVE
CASE001473,ALT0009496,AUTO_SYS,CLOSED_SAR_FILED
CASE001474,ALT0000567,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001475,ALT0002258,INV_01,CLOSED_FALSE_POSITIVE
CASE001476,ALT0006794,INV_01,CLOSED_FALSE_POSITIVE
CASE001477,ALT0004559,INV_03,CLOSED_SAR_FILED
CASE001478,ALT0001513,INV_02,CLOSED_FALSE_POSITIVE
CASE001479,ALT0001229,AUTO_SYS,CLOSED_SAR_FILED
CASE001480,ALT0003501,INV_01,CLOSED_FALSE_POSITIVE
CASE001481,ALT0003859,AUTO_SYS,OPEN
CASE001482,ALT0000965,INV_02,CLOSED_FALSE_POSITIVE
CASE001483,ALT0008193,INV_03,CLOSED_FALSE_POSITIVE
CASE001484,ALT0007973,INV_03,CLOSED_FALSE_POSITIVE
CASE001485,ALT0001629,INV_02,CLOSED_FALSE_POSITIVE
CASE001486,ALT0002750,INV_01,CLOSED_FALSE_POSITIVE
CASE001487,ALT0000904,INV_01,CLOSED_FALSE_POSITIVE
CASE001488,ALT0009592,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001489,ALT0004472,INV_01,CLOSED_FALSE_POSITIVE
CASE001490,ALT0009240,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001491,ALT0002684,INV_03,OPEN
CASE001492,ALT0005995,INV_03,CLOSED_FALSE_POSITIVE
CASE001493,ALT0008821,INV_03,CLOSED_FALSE_POSITIVE
CASE001494,ALT0006208,INV_01,OPEN
CASE001495,ALT0007813,INV_01,CLOSED_FALSE_POSITIVE
CASE001496,ALT0001657,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001497,ALT0009871,INV_01,CLOSED_FALSE_POSITIVE
CASE001498,ALT0001142,INV_02,CLOSED_SAR_FILED
CASE001499,ALT0000225,INV_03,CLOSED_FALSE_POSITIVE
CASE001500,ALT0006322,INV_02,CLOSED_SAR_FILED
CASE001501,ALT0002445,INV_02,CLOSED_FALSE_POSITIVE
CASE001502,ALT0004675,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001503,ALT0000937,INV_02,CLOSED_SAR_FILED
CASE001504,ALT0006919,INV_03,CLOSED_SAR_FILED
CASE001505,ALT0009173,INV_01,CLOSED_FALSE_POSITIVE
CASE001506,ALT0004748,INV_02,OPEN
CASE001507,ALT0000540,INV_02,CLOSED_FALSE_POSITIVE
CASE001508,ALT0003102,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001509,ALT0006289,INV_03,CLOSED_FALSE_POSITIVE
CASE001510,ALT0003344,INV_01,CLOSED_FALSE_POSITIVE
CASE001511,ALT0005743,INV_02,OPEN
CASE001512,ALT0009366,INV_02,CLOSED_FALSE_POSITIVE
CASE001513,ALT0004097,INV_02,CLOSED_FALSE_POSITIVE
CASE001514,ALT0007010,INV_01,CLOSED_FALSE_POSITIVE
CASE001515,ALT0005971,INV_01,CLOSED_FALSE_POSITIVE
CASE001516,ALT0005727,INV_02,CLOSED_FALSE_POSITIVE
CASE001517,ALT0002026,INV_01,CLOSED_FALSE_POSITIVE
CASE001518,ALT0004636,INV_03,CLOSED_FALSE_POSITIVE
CASE001519,ALT0002696,INV_03,CLOSED_FALSE_POSITIVE
CASE001520,ALT0008033,INV_02,CLOSED_SAR_FILED
CASE001521,ALT0001700,INV_03,CLOSED_FALSE_POSITIVE
CASE001522,ALT0004648,INV_02,OPEN
CASE001523,ALT0002982,INV_03,CLOSED_FALSE_POSITIVE
CASE001524,ALT0005068,INV_01,OPEN
CASE001525,ALT0001825,INV_01,CLOSED_SAR_FILED
CASE001526,ALT0005456,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001527,ALT0007210,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001528,ALT0000561,INV_01,CLOSED_FALSE_POSITIVE
CASE001529,ALT0001006,INV_01,CLOSED_FALSE_POSITIVE
CASE001530,ALT0004572,INV_03,OPEN
CASE001531,ALT0006841,INV_03,OPEN
CASE001532,ALT0008066,INV_03,CLOSED_FALSE_POSITIVE
CASE001533,ALT0000519,INV_02,CLOSED_FALSE_POSITIVE
CASE001534,ALT0001725,INV_02,CLOSED_SAR_FILED
CASE001535,ALT0007459,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001536,ALT0010015,INV_01,CLOSED_SAR_FILED
CASE001537,ALT0009348,INV_03,OPEN
CASE001538,ALT0007376,INV_03,OPEN
CASE001539,ALT0009008,INV_01,OPEN
CASE001540,ALT0006947,INV_03,CLOSED_FALSE_POSITIVE
CASE001541,ALT0002254,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001542,ALT0007373,INV_01,CLOSED_FALSE_POSITIVE
CASE001543,ALT0006406,INV_01,OPEN
CASE001544,ALT0001461,INV_02,CLOSED_FALSE_POSITIVE
CASE001545,ALT0007952,INV_01,CLOSED_FALSE_POSITIVE
CASE001546,ALT0003177,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001547,ALT0008713,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001548,ALT0002486,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001549,ALT0006182,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001550,ALT0002988,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001551,ALT0003159,INV_03,CLOSED_SAR_FILED
CASE001552,ALT0001576,AUTO_SYS,OPEN
CASE001553,ALT0001129,INV_01,CLOSED_FALSE_POSITIVE
CASE001554,ALT0004407,INV_02,CLOSED_SAR_FILED
CASE001555,ALT0004037,INV_02,OPEN
CASE001556,ALT0004674,INV_03,CLOSED_FALSE_POSITIVE
CASE001557,ALT0000482,INV_01,CLOSED_FALSE_POSITIVE
CASE001558,ALT0009424,INV_01,CLOSED_FALSE_POSITIVE
CASE001559,ALT0001882,INV_03,CLOSED_FALSE_POSITIVE
CASE001560,ALT0002337,INV_03,CLOSED_FALSE_POSITIVE
CASE001561,ALT0002846,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001562,ALT0005179,INV_01,CLOSED_SAR_FILED
CASE001563,ALT0003342,INV_01,CLOSED_FALSE_POSITIVE
CASE001564,ALT0000442,INV_01,CLOSED_FALSE_POSITIVE
CASE001565,ALT0000086,INV_03,CLOSED_FALSE_POSITIVE
CASE001566,ALT0006982,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001567,ALT0007114,INV_02,CLOSED_FALSE_POSITIVE
CASE001568,ALT0007057,INV_03,CLOSED_FALSE_POSITIVE
CASE001569,ALT0008626,INV_01,CLOSED_FALSE_POSITIVE
CASE001570,ALT0002773,INV_01,CLOSED_FALSE_POSITIVE
CASE001571,ALT0000088,INV_02,OPEN
CASE001572,ALT0009467,INV_01,CLOSED_FALSE_POSITIVE
CASE001573,ALT0007021,INV_03,CLOSED_FALSE_POSITIVE
CASE001574,ALT0006999,INV_02,CLOSED_FALSE_POSITIVE
CASE001575,ALT0007548,INV_01,CLOSED_FALSE_POSITIVE
CASE001576,ALT0001953,INV_03,CLOSED_FALSE_POSITIVE
CASE001577,ALT0007738,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001578,ALT0005013,INV_03,CLOSED_FALSE_POSITIVE
CASE001579,ALT0009367,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001580,ALT0003487,INV_01,CLOSED_FALSE_POSITIVE
CASE001581,ALT0007111,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001582,ALT0003962,AUTO_SYS,OPEN
CASE001583,ALT0006042,INV_03,CLOSED_FALSE_POSITIVE
CASE001584,ALT0009619,INV_01,CLOSED_SAR_FILED
CASE001585,ALT0009689,AUTO_SYS,CLOSED_SAR_FILED
CASE001586,ALT0003463,AUTO_SYS,OPEN
CASE001587,ALT0006559,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001588,ALT0004578,INV_01,CLOSED_SAR_FILED
CASE001589,ALT0006104,INV_02,OPEN
CASE001590,ALT0002522,INV_03,CLOSED_FALSE_POSITIVE
CASE001591,ALT0002611,INV_03,CLOSED_FALSE_POSITIVE
CASE001592,ALT0006504,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001593,ALT0005052,INV_03,CLOSED_SAR_FILED
CASE001594,ALT0003388,INV_01,CLOSED_FALSE_POSITIVE
CASE001595,ALT0009944,INV_01,CLOSED_FALSE_POSITIVE
CASE001596,ALT0004571,INV_02,CLOSED_FALSE_POSITIVE
CASE001597,ALT0009381,INV_02,CLOSED_FALSE_POSITIVE
CASE001598,ALT0004217,INV_03,CLOSED_SAR_FILED
CASE001599,ALT0008682,INV_01,OPEN
CASE001600,ALT0000239,INV_02,CLOSED_SAR_FILED
CASE001601,ALT0003922,INV_03,CLOSED_FALSE_POSITIVE
CASE001602,ALT0002195,INV_03,OPEN
CASE001603,ALT0005318,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001604,ALT0006402,INV_01,CLOSED_FALSE_POSITIVE
CASE001605,ALT0003397,INV_03,CLOSED_FALSE_POSITIVE
CASE001606,ALT0000355,INV_01,CLOSED_SAR_FILED
CASE001607,ALT0000354,INV_01,CLOSED_FALSE_POSITIVE
CASE001608,ALT0007074,INV_03,OPEN
CASE001609,ALT0003894,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001610,ALT0004207,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001611,ALT0002897,INV_01,CLOSED_FALSE_POSITIVE
CASE001612,ALT0003335,INV_02,CLOSED_SAR_FILED
CASE001613,ALT0002265,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001614,ALT0009510,INV_02,OPEN
CASE001615,ALT0006037,INV_02,CLOSED_FALSE_POSITIVE
CASE001616,ALT0000329,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001617,ALT0008040,INV_03,CLOSED_FALSE_POSITIVE
CASE001618,ALT0008511,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001619,ALT0006750,AUTO_SYS,OPEN
CASE001620,ALT0007122,INV_02,CLOSED_FALSE_POSITIVE
CASE001621,ALT0008580,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001622,ALT0000038,AUTO_SYS,CLOSED_SAR_FILED
CASE001623,ALT0000913,INV_01,CLOSED_FALSE_POSITIVE
CASE001624,ALT0007685,AUTO_SYS,CLOSED_FALSE_POSITIVE
CASE001625,ALT0006396,INV_02,CLOSED_FALSE_POSITIVE
CASE001626,ALT0005654,AUTO_SYS,CLOSED_SAR_FILED
CASE001627,ALT0003753,INV_03,CLOSED_FALSE_POSITIVE
CASE001628,ALT0005639,AUTO_SYS,CLOSED_SAR_FILED
CASE001629,ALT0009937,INV_01,CLOSED_SAR_FILED
CASE001630,ALT0007848,INV_03,CLOSED_SAR_FILED
CASE001631,ALT0004083,INV_01,CLOSED_FALSE_POSITIVE
CASE001632,ALT0005904,INV_01,CLOSED_FALSE_POSITIVE
CASE001633,ALT0009939,INV_01,CLOSED_FALSE_POSITIVE
CASE001634,ALT0007796,INV_02,CLOSED_FALSE_POSITIVE
CASE001635,ALT0003064,INV_03,CLOSED_FALSE_POSITIVE
CASE001636,ALT0003756,INV_03,CLOSED_FALSE_POSITIVE
CASE001637,ALT0005541,INV_02,CLOSED_FALSE_POSITIVE
CASE001638,ALT0004180,INV_02,CLOSED_FALSE_POSITIVE
CASE001639,ALT0008604,INV_01,OPEN
CASE001640,ALT0009571,INV_03,CLOSED_SAR_FILED
