ACCOUNT_ID,CUSTOMER_ID,ACCOUNT_TYPE,OPEN_DATE,ACCOUNT_RISK
ACCT007633,CUST005450,NRE,2017-07-10,HIGH
ACCT007634,CUST002707,NRE,2015-08-02,MEDIUM
ACCT007635,CUST002661,NRO,2018-09-27,MEDIUM
ACCT007636,CUST003714,CURRENT,2016-12-20,LOW
ACCT007637,CUST003994,NRO,2017-10-30,HIGH
ACCT007638,CUST000248,NRO,2017-04-18,MEDIUM
ACCT007639,CUST000536,SAVINGS,2021-12-16,LOW
ACCT007640,CUST003894,NRO,2015-03-27,LOW
ACCT007641,CUST000925,NRO,2019-08-28,LOW
ACCT007642,CUST002880,NRE,2019-01-17,MEDIUM
ACCT007643,CUST003922,CURRENT,2018-07-01,HIGH
ACCT007644,CUST003779,NRE,2022-03-20,HIGH
ACCT007645,CUST001400,NRO,2022-12-25,HIGH
ACCT007646,CUST002313,SAVINGS,2018-01-29,MEDIUM
ACCT007647,CUST002856,NRO,2016-12-13,MEDIUM
ACCT007648,CUST004952,NRE,2021-08-29,LOW
ACCT007649,CUST004708,NRE,2017-01-30,LOW
ACCT007650,CUST001044,NRE,2016-08-15,HIGH
ACCT007651,CUST004162,NRO,2017-01-22,MEDIUM
ACCT007652,CUST000844,NRO,2016-05-28,MEDIUM
ACCT007653,CUST003324,CURRENT,2021-05-05,HIGH
ACCT007654,CUST005852,CURRENT,2021-01-31,HIGH
ACCT007655,CUST000877,SAVINGS,2020-09-15,MEDIUM
ACCT007656,CUST002670,NRO,2022-03-29,HIGH
ACCT007657,CUST004556,NRO,2019-06-21,MEDIUM
ACCT007658,CUST005321,SAVINGS,2016-03-13,MEDIUM
ACCT007659,CUST000582,NRO,2016-12-04,HIGH
ACCT007660,CUST002475,SAVINGS,2021-03-19,HIGH
ACCT007661,CUST004365,NRO,2020-01-03,HIGH
ACCT007662,CUST003777,NRE,2020-08-31,LOW
ACCT007663,CUST003284,CURRENT,2019-02-22,MEDIUM
ACCT007664,CUST004838,SAVINGS,2021-01-25,LOW
ACCT007665,CUST003387,NRE,2020-11-07,MEDIUM
ACCT007666,CUST001955,CURRENT,2021-12-20,HIGH
ACCT007667,CUST005087,NRE,2020-12-30,LOW
ACCT007668,CUST001997,SAVINGS,2021-12-05,LOW
ACCT007669,CUST004489,NRE,2016-11-06,LOW
ACCT007670,CUST001303,NRE,2022-05-02,MEDIUM
ACCT007671,CUST003952,NRE,2018-09-25,MEDIUM
ACCT007672,CUST003145,CURRENT,2016-10-13,MEDIUM
ACCT007673,CUST000542,SAVINGS,2018-04-29,MEDIUM
ACCT007674,CUST002792,SAVINGS,2019-03-31,MEDIUM
ACCT007675,CUST001706,CURRENT,2019-06-09,MEDIUM
ACCT007676,CUST005686,NRO,2022-08-28,MEDIUM
ACCT007677,CUST004842,CURRENT,2021-10-09,MEDIUM
ACCT007678,CUST003532,NRO,2021-02-04,HIGH
ACCT007679,CUST003567,NRO,2018-11-03,LOW
ACCT007680,CUST004647,NRO,2015-11-24,HIGH
ACCT007681,CUST002804,CURRENT,2016-07-29,LOW
ACCT007682,CUST004461,CURRENT,2016-12-21,LOW
ACCT007683,CUST005687,NRO,2019-02-26,MEDIUM
ACCT007684,CUST001935,CURRENT,2016-05-17,MEDIUM
ACCT007685,CUST001418,NRO,2022-05-19,MEDIUM
ACCT007686,CUST005429,CURRENT,2016-11-23,LOW
ACCT007687,CUST005486,CURRENT,2022-03-22,LOW
ACCT007688,CUST000639,SAVINGS,2018-12-03,MEDIUM
ACCT007689,CUST005832,NRO,2019-07-02,LOW
ACCT007690,CUST004704,SAVINGS,2019-11-04,MEDIUM
ACCT007691,CUST003987,NRE,2022-06-02,MEDIUM
ACCT007692,CUST000937,NRO,2017-05-26,MEDIUM
ACCT007693,CUST004852,NRO,2018-04-11,HIGH
ACCT007694,CUST004884,NRO,2015-11-10,HIGH
ACCT007695,CUST003793,SAVINGS,2015-11-17,MEDIUM
ACCT007696,CUST002666,CURRENT,2022-05-09,LOW
ACCT007697,CUST004548,SAVINGS,2020-03-14,HIGH
ACCT007698,CUST000800,CURRENT,2021-02-26,LOW
ACCT007699,CUST003648,CURRENT,2017-06-18,MEDIUM
ACCT007700,CUST001444,SAVINGS,2022-11-04,LOW
ACCT007701,CUST002524,NRE,2020-04-17,MEDIUM
ACCT007702,CUST003325,NRO,2022-04-24,HIGH
ACCT007703,CUST000571,SAVINGS,2019-06-11,HIGH
ACCT007704,CUST004901,CURRENT,2018-09-13,HIGH
ACCT007705,CUST000891,SAVINGS,2018-05-08,LOW
ACCT007706,CUST005616,CURRENT,2016-05-26,MEDIUM
ACCT007707,CUST004886,SAVINGS,2015-05-21,HIGH
ACCT007708,CUST003105,CURRENT,2018-06-08,LOW
ACCT007709,CUST002683,NRO,2018-09-19,HIGH
ACCT007710,CUST004050,NRE,2016-10-29,MEDIUM
ACCT007711,CUST005284,CURRENT,2016-07-14,HIGH
ACCT007712,CUST005409,NRE,2015-07-10,HIGH
ACCT007713,CUST000504,NRO,2020-08-06,MEDIUM
ACCT007714,CUST000742,NRO,2015-03-15,LOW
ACCT007715,CUST001783,SAVINGS,2022-06-01,MEDIUM
ACCT007716,CUST001139,NRE,2016-01-01,MEDIUM
ACCT007717,CUST004758,NRO,2015-01-22,MEDIUM
ACCT007718,CUST005212,CURRENT,2019-08-01,HIGH
ACCT007719,CUST000002,NRO,2017-10-07,HIGH
ACCT007720,CUST001202,CURRENT,2015-05-27,HIGH
ACCT007721,CUST005414,CURRENT,2022-11-22,MEDIUM
ACCT007722,CUST001223,NRO,2020-07-25,MEDIUM
ACCT007723,CUST003711,SAVINGS,2022-03-09,MEDIUM
ACCT007724,CUST004353,NRE,2015-02-20,MEDIUM
ACCT007725,CUST002388,NRO,2018-02-09,MEDIUM
ACCT007726,CUST003195,NRO,2022-06-02,LOW
ACCT007727,CUST005043,NRE,2018-11-24,MEDIUM
ACCT007728,CUST004735,SAVINGS,2022-10-15,MEDIUM
ACCT007729,CUST003664,SAVINGS,2017-06-02,MEDIUM
ACCT007730,CUST001603,CURRENT,2016-06-05,MEDIUM
ACCT007731,CUST001685,SAVINGS,2021-12-09,MEDIUM
ACCT007732,CUST005583,SAVINGS,2020-06-26,HIGH
ACCT007733,CUST002594,SAVINGS,2022-09-24,HIGH
ACCT007734,CUST002456,SAVINGS,2020-05-07,MEDIUM
ACCT007735,CUST004672,CURRENT,2019-11-17,LOW
ACCT007736,CUST005567,NRE,2015-05-11,LOW
ACCT007737,CUST002495,NRE,2021-03-19,MEDIUM
ACCT007738,CUST003562,NRE,2015-11-24,HIGH
ACCT007739,CUST005881,SAVINGS,2021-09-01,MEDIUM
ACCT007740,CUST002821,NRO,2019-10-20,LOW
ACCT007741,CUST000732,NRE,2015-06-28,HIGH
ACCT007742,CUST004774,CURRENT,2020-12-29,MEDIUM
ACCT007743,CUST000067,SAVINGS,2015-06-01,MEDIUM
ACCT007744,CUST005010,NRE,2019-05-13,MEDIUM
ACCT007745,CUST004182,CURRENT,2016-10-17,HIGH
ACCT007746,CUST003312,CURRENT,2022-11-14,MEDIUM
ACCT007747,CUST001045,CURRENT,2015-02-22,MEDIUM
ACCT007748,CUST002410,CURRENT,2019-07-30,LOW
ACCT007749,CUST000512,NRO,2021-11-21,MEDIUM
ACCT007750,CUST003025,NRO,2020-04-24,MEDIUM
ACCT007751,CUST004497,CURRENT,2020-01-31,LOW
ACCT007752,CUST000436,SAVINGS,2018-03-11,MEDIUM
ACCT007753,CUST000007,CURRENT,2020-09-26,HIGH
ACCT007754,CUST005762,NRE,2016-04-27,HIGH
ACCT007755,CUST004588,CURRENT,2017-02-12,HIGH
ACCT007756,CUST002943,NRO,2016-12-22,HIGH
ACCT007757,CUST000899,SAVINGS,2018-06-08,HIGH
ACCT007758,CUST002312,CURRENT,2022-07-22,HIGH
ACCT007759,CUST000256,NRO,2015-03-01,MEDIUM
ACCT007760,CUST001928,CURRENT,2019-01-25,MEDIUM
ACCT007761,CUST003537,CURRENT,2018-11-06,HIGH
ACCT007762,CUST005753,CURRENT,2022-07-22,MEDIUM
ACCT007763,CUST004835,NRE,2022-01-10,HIGH
ACCT007764,CUST003230,NRO,2018-06-06,HIGH
ACCT007765,CUST005122,SAVINGS,2017-05-30,LOW
ACCT007766,CUST002607,NRE,2021-10-05,MEDIUM
ACCT007767,CUST005831,NRE,2016-03-18,MEDIUM
ACCT007768,CUST003136,NRE,2017-12-09,HIGH
ACCT007769,CUST003327,CURRENT,2021-09-26,HIGH
ACCT007770,CUST003126,NRE,2020-09-27,LOW
ACCT007771,CUST003566,CURRENT,2022-03-30,HIGH
ACCT007772,CUST004466,NRO,2018-05-31,MEDIUM
ACCT007773,CUST001731,NRO,2018-03-05,HIGH
ACCT007774,CUST005428,CURRENT,2017-03-11,LOW
ACCT007775,CUST001421,CURRENT,2017-03-30,LOW
ACCT007776,CUST003891,NRE,2019-05-09,HIGH
ACCT007777,CUST001140,NRE,2019-10-14,LOW
ACCT007778,CUST001542,CURRENT,2018-04-28,MEDIUM
ACCT007779,CUST004551,SAVINGS,2017-10-27,MEDIUM
ACCT007780,CUST003151,CURRENT,2018-10-02,HIGH
ACCT007781,CUST002952,CURRENT,2022-10-18,HIGH
ACCT007782,CUST003418,SAVINGS,2022-09-03,MEDIUM
ACCT007783,CUST001264,NRE,2015-02-21,MEDIUM
ACCT007784,CUST002364,SAVINGS,2018-08-13,LOW
ACCT007785,CUST005490,NRO,2019-04-15,MEDIUM
ACCT007786,CUST001029,NRE,2019-02-21,MEDIUM
ACCT007787,CUST001101,CURRENT,2019-11-11,LOW
ACCT007788,CUST000096,NRE,2019-01-21,HIGH
ACCT007789,CUST000588,NRE,2020-07-11,HIGH
ACCT007790,CUST005312,NRE,2016-04-24,HIGH
ACCT007791,CUST000129,NRE,2022-09-21,LOW
ACCT007792,CUST001180,NRE,2020-03-24,MEDIUM
ACCT007793,CUST005910,NRO,2016-05-16,MEDIUM
ACCT007794,CUST003988,NRO,2015-10-05,HIGH
ACCT007795,CUST005390,SAVINGS,2022-01-17,LOW
ACCT007796,CUST003578,CURRENT,2021-10-30,HIGH
ACCT007797,CUST001113,SAVINGS,2017-10-31,LOW
ACCT007798,CUST000694,CURRENT,2016-11-23,MEDIUM
ACCT007799,CUST001125,SAVINGS,2017-08-28,LOW
ACCT007800,CUST005262,NRE,2019-06-15,HIGH
ACCT007801,CUST003407,NRE,2020-12-07,LOW
ACCT007802,CUST003736,NRO,2019-04-16,LOW
ACCT007803,CUST005697,NRE,2016-01-12,LOW
ACCT007804,CUST004952,SAVINGS,2021-03-18,LOW
ACCT007805,CUST003488,NRE,2021-11-15,HIGH
ACCT007806,CUST005106,CURRENT,2018-10-18,HIGH
ACCT007807,CUST001473,NRE,2018-06-01,LOW
ACCT007808,CUST003723,NRE,2018-04-24,HIGH
ACCT007809,CUST004174,NRE,2017-01-16,HIGH
ACCT007810,CUST003475,SAVINGS,2021-12-05,HIGH
ACCT007811,CUST004523,CURRENT,2021-11-09,MEDIUM
ACCT007812,CUST003687,NRE,2020-07-16,MEDIUM
ACCT007813,CUST003152,NRE,2021-04-15,LOW
ACCT007814,CUST002911,CURRENT,2019-01-08,HIGH
ACCT007815,CUST001850,NRO,2019-07-17,LOW
ACCT007816,CUST001523,CURRENT,2022-10-19,MEDIUM
ACCT007817,CUST003480,SAVINGS,2022-08-21,LOW
ACCT007818,CUST004953,SAVINGS,2017-04-23,LOW
ACCT007819,CUST000061,NRE,2016-02-12,LOW
ACCT007820,CUST004735,NRE,2016-06-12,MEDIUM
ACCT007821,CUST004081,CURRENT,2021-03-23,HIGH
ACCT007822,CUST005988,NRO,2022-04-23,MEDIUM
ACCT007823,CUST001940,NRE,2022-09-23,HIGH
ACCT007824,CUST005834,NRE,2020-03-11,LOW
ACCT007825,CUST004111,SAVINGS,2022-06-24,LOW
ACCT007826,CUST002206,NRO,2020-09-21,LOW
ACCT007827,CUST003366,CURRENT,2016-04-04,HIGH
ACCT007828,CUST004475,CURRENT,2020-03-08,MEDIUM
ACCT007829,CUST004722,CURRENT,2021-07-31,LOW
ACCT007830,CUST003007,NRE,2017-10-03,MEDIUM
ACCT007831,CUST000275,NRO,2016-04-29,MEDIUM
ACCT007832,CUST000311,CURRENT,2022-01-30,HIGH
ACCT007833,CUST004655,CURRENT,2020-05-21,MEDIUM
ACCT007834,CUST003959,SAVINGS,2020-05-18,MEDIUM
ACCT007835,CUST005775,NRE,2021-05-07,MEDIUM
ACCT007836,CUST003020,NRE,2016-11-28,HIGH
ACCT007837,CUST000928,SAVINGS,2015-09-25,HIGH
ACCT007838,CUST004754,CURRENT,2019-08-02,MEDIUM
ACCT007839,CUST003945,NRE,2015-03-25,MEDIUM
ACCT007840,CUST005657,NRO,2021-01-11,HIGH
ACCT007841,CUST000656,NRO,2021-01-13,MEDIUM
ACCT007842,CUST001164,SAVINGS,2018-01-24,LOW
ACCT007843,CUST005982,NRE,2018-07-06,MEDIUM
ACCT007844,CUST005991,CURRENT,2019-08-29,HIGH
ACCT007845,CUST004313,NRE,2022-05-28,LOW
ACCT007846,CUST002290,NRE,2016-11-13,LOW
ACCT007847,CUST003809,CURRENT,2022-06-26,LOW
ACCT007848,CUST004235,NRO,2019-02-04,LOW
ACCT007849,CUST000641,SAVINGS,2017-08-03,MEDIUM
ACCT007850,CUST004288,NRO,2018-11-07,HIGH
ACCT007851,CUST004998,NRO,2021-10-16,HIGH
ACCT007852,CUST000725,CURRENT,2020-03-05,LOW
ACCT007853,CUST002009,SAVINGS,2019-04-13,LOW
ACCT007854,CUST003871,NRE,2021-04-29,MEDIUM
ACCT007855,CUST005167,SAVINGS,2016-12-06,HIGH
ACCT007856,CUST005438,SAVINGS,2015-10-26,LOW
ACCT007857,CUST005479,CURRENT,2020-04-26,MEDIUM
ACCT007858,CUST000640,SAVINGS,2016-08-04,LOW
ACCT007859,CUST005604,NRE,2017-11-02,HIGH
ACCT007860,CUST005192,SAVINGS,2021-05-14,MEDIUM
ACCT007861,CUST004418,SAVINGS,2022-03-15,HIGH
ACCT007862,CUST004749,NRO,2022-04-13,LOW
ACCT007863,CUST002560,CURRENT,2016-10-27,HIGH
ACCT007864,CUST005023,NRE,2020-07-24,LOW
ACCT007865,CUST000433,SAVINGS,2016-11-27,LOW
ACCT007866,CUST002815,NRO,2019-02-01,HIGH
ACCT007867,CUST004383,CURRENT,2016-06-17,HIGH
ACCT007868,CUST000089,SAVINGS,2018-04-19,MEDIUM
ACCT007869,CUST003841,SAVINGS,2016-02-11,MEDIUM
ACCT007870,CUST003720,SAVINGS,2015-12-07,HIGH
ACCT007871,CUST004200,CURRENT,2020-07-23,MEDIUM
ACCT007872,CUST003844,CURRENT,2021-02-26,LOW
ACCT007873,CUST004702,CURRENT,2016-05-11,MEDIUM
ACCT007874,CUST002716,NRE,2018-11-16,HIGH
ACCT007875,CUST003449,NRE,2017-07-03,MEDIUM
ACCT007876,CUST002892,NRE,2020-05-08,MEDIUM
ACCT007877,CUST002414,CURRENT,2018-02-26,HIGH
ACCT007878,CUST002370,CURRENT,2018-03-07,MEDIUM
ACCT007879,CUST001373,SAVINGS,2015-07-07,HIGH
ACCT007880,CUST000290,CURRENT,2016-05-29,HIGH
ACCT007881,CUST005694,NRO,2018-12-07,HIGH
ACCT007882,CUST004896,NRO,2022-03-30,HIGH
ACCT007883,CUST002491,NRO,2022-03-31,HIGH
ACCT007884,CUST005956,NRO,2015-12-31,LOW
ACCT007885,CUST004618,CURRENT,2015-01-07,LOW
ACCT007886,CUST002134,NRE,2017-05-31,MEDIUM
ACCT007887,CUST000504,NRE,2015-12-23,LOW
ACCT007888,CUST005156,NRE,2022-12-13,HIGH
ACCT007889,CUST003877,NRO,2019-07-09,HIGH
ACCT007890,CUST004737,SAVINGS,2018-08-17,LOW
ACCT007891,CUST001386,NRO,2022-03-12,MEDIUM
ACCT007892,CUST004693,NRO,2015-08-05,HIGH
ACCT007893,CUST000423,NRE,2017-03-02,HIGH
ACCT007894,CUST005377,SAVINGS,2018-04-25,MEDIUM
ACCT007895,CUST002391,CURRENT,2018-11-11,HIGH
ACCT007896,CUST005115,CURRENT,2022-02-12,LOW
ACCT007897,CUST000224,SAVINGS,2016-10-22,HIGH
ACCT007898,CUST002350,SAVINGS,2015-07-06,MEDIUM
ACCT007899,CUST003972,NRO,2015-12-03,MEDIUM
ACCT007900,CUST000676,NRE,2016-11-30,HIGH
ACCT007901,CUST001039,SAVINGS,2021-01-12,HIGH
ACCT007902,CUST004142,NRE,2022-07-16,MEDIUM
ACCT007903,CUST000630,NRO,2021-06-11,MEDIUM
ACCT007904,CUST002277,NRE,2020-07-16,HIGH
ACCT007905,CUST002065,NRE,2018-10-26,MEDIUM
ACCT007906,CUST001086,NRO,2021-03-20,LOW
ACCT007907,CUST005045,SAVINGS,2019-06-16,MEDIUM
ACCT007908,CUST002302,NRE,2017-05-30,HIGH
ACCT007909,CUST002255,SAVINGS,2020-06-12,MEDIUM
ACCT007910,CUST002105,NRE,2019-02-17,LOW
ACCT007911,CUST000117,CURRENT,2022-03-15,LOW
ACCT007912,CUST000914,NRE,2017-11-09,HIGH
ACCT007913,CUST004947,NRE,2016-04-22,MEDIUM
ACCT007914,CUST001431,NRO,2021-08-14,LOW
ACCT007915,CUST004848,CURRENT,2015-02-11,HIGH
ACCT007916,CUST001239,NRE,2022-10-23,HIGH
ACCT007917,CUST005400,NRO,2018-08-20,LOW
ACCT007918,CUST003659,SAVINGS,2015-12-23,MEDIUM
ACCT007919,CUST003030,NRE,2016-01-21,LOW
ACCT007920,CUST001437,CURRENT,2017-06-29,LOW
ACCT007921,CUST002141,CURRENT,2016-09-03,HIGH
ACCT007922,CUST005741,SAVINGS,2018-01-20,LOW
ACCT007923,CUST001935,CURRENT,2017-02-09,MEDIUM
ACCT007924,CUST003973,NRO,2019-02-11,HIGH
ACCT007925,CUST001482,NRE,2022-07-25,HIGH
ACCT007926,CUST004321,NRO,2022-07-07,MEDIUM
ACCT007927,CUST000272,NRO,2019-01-10,LOW
ACCT007928,CUST002809,NRO,2021-02-27,LOW
ACCT007929,CUST000692,SAVINGS,2015-05-29,LOW
ACCT007930,CUST001189,CURRENT,2015-04-08,MEDIUM
ACCT007931,CUST004879,NRO,2022-08-11,LOW
ACCT007932,CUST001263,SAVINGS,2021-11-17,HIGH
ACCT007933,CUST004063,NRO,2021-10-26,HIGH
ACCT007934,CUST003383,NRO,2022-10-13,LOW
ACCT007935,CUST003139,CURRENT,2021-09-11,LOW
ACCT007936,CUST001950,SAVINGS,2017-07-11,HIGH
ACCT007937,CUST005413,NRE,2016-01-26,MEDIUM
ACCT007938,CUST003606,SAVINGS,2018-03-30,MEDIUM
ACCT007939,CUST005948,SAVINGS,2021-05-24,MEDIUM
ACCT007940,CUST005224,CURRENT,2020-01-28,HIGH
ACCT007941,CUST001371,NRE,2017-11-21,LOW
ACCT007942,CUST001728,NRE,2017-10-17,MEDIUM
ACCT007943,CUST004733,NRE,2018-05-20,HIGH
ACCT007944,CUST002827,CURRENT,2017-07-07,HIGH
ACCT007945,CUST000446,CURRENT,2020-07-05,LOW
ACCT007946,CUST005262,NRO,2019-01-23,HIGH
ACCT007947,CUST002166,CURRENT,2017-03-13,HIGH
ACCT007948,CUST000951,NRE,2020-06-06,LOW
ACCT007949,CUST000431,CURRENT,2022-07-10,LOW
ACCT007950,CUST001373,CURRENT,2018-06-04,LOW
ACCT007951,CUST003802,NRE,2022-12-27,HIGH
ACCT007952,CUST003267,SAVINGS,2021-10-04,LOW
ACCT007953,CUST003902,SAVINGS,2022-01-02,LOW
ACCT007954,CUST002469,SAVINGS,2019-11-27,LOW
ACCT007955,CUST003902,NRO,2021-11-16,HIGH
ACCT007956,CUST004363,NRO,2020-09-28,HIGH
ACCT007957,CUST001915,SAVINGS,2020-05-05,HIGH
ACCT007958,CUST003112,NRE,2018-12-14,LOW
ACCT007959,CUST005600,CURRENT,2016-07-21,HIGH
ACCT007960,CUST005781,CURRENT,2015-07-09,HIGH
ACCT007961,CUST003196,NRO,2021-04-26,HIGH
ACCT007962,CUST003888,CURRENT,2020-06-01,LOW
ACCT007963,CUST002152,NRE,2020-08-11,LOW
ACCT007964,CUST001190,NRE,2015-11-23,LOW
ACCT007965,CUST004346,CURRENT,2021-09-28,HIGH
ACCT007966,CUST003562,NRE,2021-02-11,MEDIUM
ACCT007967,CUST000098,NRE,2020-11-21,HIGH
ACCT007968,CUST002366,NRE,2015-06-23,LOW
ACCT007969,CUST003677,NRE,2022-11-25,MEDIUM
ACCT007970,CUST003130,CURRENT,2015-06-25,HIGH
ACCT007971,CUST005559,NRO,2020-08-22,HIGH
ACCT007972,CUST002587,CURRENT,2021-05-29,LOW
ACCT007973,CUST004344,SAVINGS,2016-06-25,LOW
ACCT007974,CUST005595,SAVINGS,2015-06-19,HIGH
ACCT007975,CUST000337,NRO,2018-10-01,LOW
ACCT007976,CUST000798,NRO,2020-08-11,HIGH
ACCT007977,CUST004353,NRO,2017-10-15,MEDIUM
ACCT007978,CUST005222,NRE,2015-04-22,MEDIUM
ACCT007979,CUST002899,NRE,2021-03-21,MEDIUM
ACCT007980,CUST003538,CURRENT,2016-06-20,LOW
ACCT007981,CUST005002,CURRENT,2018-05-27,HIGH
ACCT007982,CUST005342,NRE,2019-01-12,HIGH
ACCT007983,CUST002234,NRE,2017-02-01,HIGH
ACCT007984,CUST002745,SAVINGS,2022-11-18,HIGH
ACCT007985,CUST002215,CURRENT,2020-03-05,HIGH
ACCT007986,CUST002188,SAVINGS,2021-02-17,HIGH
ACCT007987,CUST000806,CURRENT,2020-05-23,LOW
ACCT007988,CUST002092,CURRENT,2019-06-10,LOW
ACCT007989,CUST005361,CURRENT,2015-08-10,LOW
ACCT007990,CUST004786,CURRENT,2020-10-27,MEDIUM
ACCT007991,CUST003205,NRE,2020-12-26,LOW
ACCT007992,CUST003778,SAVINGS,2021-03-04,LOW
ACCT007993,CUST005532,NRO,2022-12-07,MEDIUM
ACCT007994,CUST001981,CURRENT,2019-05-16,HIGH
ACCT007995,CUST005505,CURRENT,2018-10-06,HIGH
ACCT007996,CUST004823,CURRENT,2021-01-13,LOW
ACCT007997,CUST001597,SAVINGS,2021-10-11,HIGH
ACCT007998,CUST004260,NRE,2017-10-15,MEDIUM
ACCT007999,CUST002765,SAVINGS,2018-12-26,HIGH
ACCT008000,CUST005552,NRO,2015-10-26,HIGH
ACCT008001,CUST005655,CURRENT,2020-10-11,LOW
ACCT008002,CUST001474,NRE,2019-05-15,HIGH
ACCT008003,CUST002567,NRE,2015-03-05,HIGH
ACCT008004,CUST004487,SAVINGS,2015-12-25,HIGH
ACCT008005,CUST000087,NRO,2018-08-16,HIGH
ACCT008006,CUST005512,CURRENT,2022-11-27,LOW
ACCT008007,CUST000070,SAVINGS,2018-12-09,LOW
ACCT008008,CUST000557,NRO,2022-09-29,HIGH
ACCT008009,CUST000098,SAVINGS,2022-09-05,HIGH
ACCT008010,CUST003369,SAVINGS,2021-12-13,HIGH
ACCT008011,CUST000801,NRE,2022-06-11,LOW
ACCT008012,CUST004303,NRE,2022-05-26,HIGH
ACCT008013,CUST000852,NRE,2018-06-29,LOW
ACCT008014,CUST005616,SAVINGS,2021-03-19,HIGH
ACCT008015,CUST003654,NRO,2017-08-04,MEDIUM
ACCT008016,CUST002880,NRO,2016-07-26,MEDIUM
ACCT008017,CUST001798,CURRENT,2021-07-04,MEDIUM
ACCT008018,CUST005942,SAVINGS,2017-01-09,MEDIUM
ACCT008019,CUST002321,CURRENT,2017-11-09,MEDIUM
ACCT008020,CUST002064,NRE,2019-12-26,MEDIUM
ACCT008021,CUST001582,NRE,2022-05-13,LOW
ACCT008022,CUST000279,CURRENT,2015-10-12,MEDIUM
ACCT008023,CUST000195,NRO,2016-02-24,LOW
ACCT008024,CUST005075,CURRENT,2017-08-02,LOW
ACCT008025,CUST000754,CURRENT,2021-10-07,HIGH
ACCT008026,CUST000466,NRO,2020-01-05,HIGH
ACCT008027,CUST004868,NRE,2018-11-24,LOW
ACCT008028,CUST005379,NRO,2022-09-03,LOW
ACCT008029,CUST001777,NRO,2017-08-30,HIGH
ACCT008030,CUST004911,NRE,2016-11-15,LOW
ACCT008031,CUST005228,NRE,2021-05-26,HIGH
ACCT008032,CUST000998,NRO,2018-04-09,HIGH
ACCT008033,CUST005801,NRO,2019-03-15,MEDIUM
ACCT008034,CUST000983,SAVINGS,2022-05-22,LOW
ACCT008035,CUST000708,NRO,2015-09-16,MEDIUM
ACCT008036,CUST004954,CURRENT,2018-06-17,HIGH
ACCT008037,CUST001065,NRO,2017-11-13,MEDIUM
ACCT008038,CUST003080,SAVINGS,2020-05-11,LOW
ACCT008039,CUST005378,NRE,2018-08-29,HIGH
ACCT008040,CUST005308,NRO,2021-05-21,MEDIUM
ACCT008041,CUST004638,CURRENT,2020-03-29,LOW
ACCT008042,CUST001514,CURRENT,2019-12-12,HIGH
ACCT008043,CUST000909,CURRENT,2015-02-22,MEDIUM
ACCT008044,CUST005699,CURRENT,2015-09-26,LOW
ACCT008045,CUST001510,CURRENT,2015-04-13,LOW
ACCT008046,CUST002076,CURRENT,2021-07-26,LOW
ACCT008047,CUST002414,NRE,2018-02-05,LOW
ACCT008048,CUST003826,SAVINGS,2015-12-28,MEDIUM
ACCT008049,CUST005411,CURRENT,2016-03-05,MEDIUM
ACCT008050,CUST000621,NRO,2018-07-10,HIGH
ACCT008051,CUST005233,NRE,2015-08-26,HIGH
ACCT008052,CUST003715,NRO,2022-08-13,MEDIUM
ACCT008053,CUST002265,CURRENT,2020-02-18,MEDIUM
ACCT008054,CUST003498,SAVINGS,2018-03-25,MEDIUM
ACCT008055,CUST005671,SAVINGS,2018-05-05,HIGH
ACCT008056,CUST005469,NRE,2019-08-26,LOW
ACCT008057,CUST002650,NRO,2021-12-20,HIGH
ACCT008058,CUST002109,NRE,2017-01-04,MEDIUM
ACCT008059,CUST001327,NRE,2020-02-15,MEDIUM
ACCT008060,CUST000607,NRE,2019-05-24,LOW
ACCT008061,CUST002272,CURRENT,2016-04-11,MEDIUM
ACCT008062,CUST000512,NRO,2015-08-03,LOW
ACCT008063,CUST003136,NRE,2018-09-18,LOW
ACCT008064,CUST003184,NRO,2019-01-14,LOW
ACCT008065,CUST002726,SAVINGS,2019-08-24,HIGH
ACCT008066,CUST000493,SAVINGS,2018-11-23,HIGH
ACCT008067,CUST002116,NRE,2019-08-26,LOW
ACCT008068,CUST002169,NRE,2018-02-22,LOW
ACCT008069,CUST001458,SAVINGS,2015-02-15,MEDIUM
ACCT008070,CUST003610,NRO,2022-08-28,MEDIUM
ACCT008071,CUST000569,SAVINGS,2016-07-05,HIGH
ACCT008072,CUST004029,SAVINGS,2022-05-06,MEDIUM
ACCT008073,CUST001644,NRE,2016-01-15,LOW
ACCT008074,CUST005000,CURRENT,2022-05-28,HIGH
ACCT008075,CUST003217,SAVINGS,2019-10-30,HIGH
ACCT008076,CUST001462,NRO,2016-09-27,HIGH
ACCT008077,CUST005288,NRE,2019-08-16,HIGH
ACCT008078,CUST004031,NRO,2021-07-10,HIGH
ACCT008079,CUST000889,CURRENT,2022-01-30,LOW
ACCT008080,CUST001179,CURRENT,2020-04-02,MEDIUM
ACCT008081,CUST004429,SAVINGS,2018-08-14,LOW
ACCT008082,CUST003533,CURRENT,2022-02-09,HIGH
ACCT008083,CUST001790,SAVINGS,2018-02-02,HIGH
ACCT008084,CUST005030,CURRENT,2015-11-10,MEDIUM
ACCT008085,CUST005271,CURRENT,2018-03-01,HIGH
ACCT008086,CUST000871,NRO,2022-06-19,MEDIUM
ACCT008087,CUST003618,SAVINGS,2020-03-16,LOW
