ALERT_ID,CASE_ID,ACCOUNT_ID,CUSTOMER_ID,TRANSACTION_ID,ALERT_SCORE,ALERT_DATE,IS_STR,ACCOUNT_TYPE,ACCOUNT_RISK,CUSTOMER_TYPE,KYC_RISK,AVG_TXN
AL0000588,CASE003659,ACCT007588,CUST003143,TXN0005049,80,2024-07-10,0,CURRENT,LOW,INDIVIDUAL,LOW,56023
AL0000589,CASE000082,ACCT004041,CUST004619,TXN0005054,73,2023-08-14,0,NRE,HIGH,CORPORATE,HIGH,15538
AL0000590,CASE001177,ACCT006391,CUST002537,TXN0005059,94,2024-04-11,0,NRE,HIGH,CORPORATE,MEDIUM,56752
AL0000591,CASE002384,ACCT004897,CUST000034,TXN0005064,88,2023-11-01,1,NRE,LOW,CORPORATE,MEDIUM,35420
AL0000592,CASE004745,ACCT005433,CUST004139,TXN0005069,79,2024-01-25,0,NRO,MEDIUM,INDIVIDUAL,MEDIUM,14042
AL0000593,CASE001723,ACCT005009,CUST001702,TXN0005074,81,2024-03-31,0,SAVINGS,HIGH,CORPORATE,HIGH,27171
AL0000594,CASE000379,ACCT004570,CUST002672,TXN0005079,70,2023-01-25,1,NRE,HIGH,CORPORATE,LOW,31535
AL0000595,CASE001711,ACCT002596,CUST002903,TXN0005084,71,2024-07-17,0,NRO,HIGH,CORPORATE,LOW,48529
AL0000596,CASE002796,ACCT003801,CUST000732,TXN0005089,95,2024-02-28,1,NRO,MEDIUM,CORPORATE,LOW,21357
AL0000597,CASE001688,ACCT006875,CUST004491,TXN0005094,80,2024-02-28,0,NRE,LOW,CORPORATE,LOW,19665
AL0000598,CASE002670,ACCT008904,CUST000840,TXN0005099,84,2023-04-03,0,NRO,HIGH,INDIVIDUAL,LOW,59451
AL0000599,CASE001891,ACCT007178,CUST004569,TXN0005104,95,2023-02-23,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,18903
AL0000600,CASE001560,ACCT004584,CUST004642,TXN0005109,70,2023-11-29,0,NRE,HIGH,CORPORATE,MEDIUM,28702
AL0000601,CASE004484,ACCT007759,CUST000256,TXN0005114,80,2023-09-29,0,NRO,MEDIUM,CORPORATE,LOW,13107
AL0000602,CASE002831,ACCT004087,CUST004758,TXN0005119,69,2023-12-04,0,NRO,HIGH,INDIVIDUAL,MEDIUM,55404
AL0000603,CASE002941,ACCT003096,CUST000278,TXN0005124,69,2024-03-27,0,SAVINGS,LOW,INDIVIDUAL,HIGH,24525
AL0000604,CASE002343,ACCT002734,CUST005005,TXN0005129,92,2023-02-03,1,NRE,LOW,INDIVIDUAL,MEDIUM,14061
AL0000605,CASE002991,ACCT008791,CUST001433,TXN0005134,87,2023-05-21,1,NRO,LOW,CORPORATE,HIGH,25346
AL0000606,CASE000499,ACCT007039,CUST005382,TXN0005139,87,2024-08-27,1,NRE,MEDIUM,INDIVIDUAL,LOW,48178
AL0000607,CASE002278,ACCT005726,CUST001198,TXN0005144,87,2023-05-01,1,NRO,HIGH,CORPORATE,LOW,19922
AL0000608,CASE001461,ACCT008275,CUST000731,TXN0005149,95,2023-08-25,1,NRE,HIGH,CORPORATE,LOW,23559
AL0000609,CASE002261,ACCT002957,CUST003500,TXN0005154,80,2023-04-25,0,NRO,HIGH,CORPORATE,HIGH,14849
AL0000610,CASE004093,ACCT008091,CUST000286,TXN0005159,89,2023-11-11,1,SAVINGS,LOW,INDIVIDUAL,MEDIUM,8896
AL0000611,CASE002848,ACCT003912,CUST005047,TXN0005164,76,2024-04-29,0,NRE,HIGH,INDIVIDUAL,LOW,42406
AL0000612,CASE002301,ACCT008614,CUST005372,TXN0005169,73,2023-02-07,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,26953
AL0000613,CASE002648,ACCT006360,CUST005133,TXN0005174,66,2024-02-21,0,NRO,MEDIUM,CORPORATE,MEDIUM,44436
AL0000614,CASE000648,ACCT001077,CUST005338,TXN0005179,66,2024-01-01,0,NRE,LOW,CORPORATE,HIGH,26505
AL0000615,CASE003148,ACCT008750,CUST003029,TXN0005184,92,2023-05-02,1,SAVINGS,MEDIUM,CORPORATE,HIGH,32262
AL0000616,CASE001624,ACCT001644,CUST004989,TXN0005189,77,2023-03-07,0,SAVINGS,LOW,CORPORATE,MEDIUM,17134
AL0000617,CASE002252,ACCT003248,CUST005413,TXN0005194,95,2023-03-29,1,NRO,HIGH,INDIVIDUAL,MEDIUM,59970
AL0000618,CASE000484,ACCT006260,CUST003686,TXN0005199,87,2024-12-28,1,CURRENT,MEDIUM,CORPORATE,HIGH,57216
AL0000619,CASE003610,ACCT007537,CUST002560,TXN0005204,70,2023-10-14,0,NRO,HIGH,CORPORATE,LOW,31185
AL0000620,CASE000769,ACCT007419,CUST002654,TXN0005209,65,2024-10-18,0,NRO,MEDIUM,CORPORATE,MEDIUM,56495
AL0000621,CASE004330,ACCT003702,CUST005191,TXN0005214,65,2023-08-09,0,NRE,LOW,CORPORATE,HIGH,22908
AL0000622,CASE002026,ACCT001019,CUST005759,TXN0005219,83,2023-01-22,0,SAVINGS,HIGH,CORPORATE,LOW,43094
AL0000623,CASE000619,ACCT002649,CUST002226,TXN0005224,88,2023-03-26,1,SAVINGS,LOW,CORPORATE,LOW,3426
AL0000624,CASE004942,ACCT005084,CUST005558,TXN0005229,87,2023-11-28,1,NRE,MEDIUM,INDIVIDUAL,MEDIUM,18938
AL0000625,CASE003303,ACCT000245,CUST001876,TXN0005234,86,2024-11-03,0,NRE,HIGH,CORPORATE,HIGH,43334
AL0000626,CASE003041,ACCT001937,CUST001270,TXN0005239,79,2023-10-27,0,NRO,HIGH,CORPORATE,MEDIUM,8445
AL0000627,CASE003891,ACCT007247,CUST000360,TXN0005244,91,2024-05-30,1,NRE,LOW,INDIVIDUAL,LOW,18321
AL0000628,CASE003016,ACCT003670,CUST002398,TXN0005249,91,2024-03-15,1,SAVINGS,LOW,INDIVIDUAL,HIGH,25474
AL0000629,CASE001347,ACCT006597,CUST002054,TXN0005254,89,2023-01-03,1,NRE,LOW,CORPORATE,MEDIUM,34013
AL0000630,CASE003420,ACCT002563,CUST005739,TXN0005259,71,2024-04-02,0,NRO,LOW,INDIVIDUAL,MEDIUM,26658
AL0000631,CASE003604,ACCT001362,CUST000739,TXN0005264,74,2023-09-26,0,SAVINGS,HIGH,INDIVIDUAL,LOW,45196
AL0000632,CASE002180,ACCT008658,CUST001037,TXN0005269,81,2024-05-05,0,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,55363
AL0000633,CASE002733,ACCT006217,CUST001474,TXN0005274,84,2023-05-08,0,NRO,LOW,INDIVIDUAL,LOW,40154
AL0000634,CASE003153,ACCT002601,CUST005680,TXN0005279,92,2024-07-10,1,CURRENT,MEDIUM,INDIVIDUAL,LOW,28343
AL0000635,CASE004809,ACCT001473,CUST001738,TXN0005284,78,2024-01-03,0,CURRENT,HIGH,CORPORATE,HIGH,27433
AL0000636,CASE003658,ACCT004943,CUST005330,TXN0005289,73,2024-08-02,0,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,19300
AL0000637,CASE003499,ACCT003421,CUST005301,TXN0005294,89,2023-09-10,1,CURRENT,HIGH,INDIVIDUAL,MEDIUM,17314
AL0000638,CASE001771,ACCT007863,CUST002560,TXN0005299,94,2024-01-13,1,CURRENT,HIGH,CORPORATE,LOW,31185
AL0000639,CASE001675,ACCT000402,CUST002479,TXN0005304,94,2024-03-19,1,NRE,HIGH,CORPORATE,MEDIUM,20006
AL0000640,CASE000141,ACCT007468,CUST003074,TXN0005309,66,2023-03-08,0,NRE,LOW,INDIVIDUAL,HIGH,44282
AL0000641,CASE002401,ACCT001558,CUST002664,TXN0005314,88,2023-10-25,1,NRE,LOW,INDIVIDUAL,LOW,30093
AL0000642,CASE004044,ACCT001772,CUST002542,TXN0005319,77,2023-04-19,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,54332
AL0000643,CASE000675,ACCT002005,CUST001208,TXN0005324,72,2024-06-13,0,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,29289
AL0000644,CASE000738,ACCT005771,CUST004231,TXN0005329,82,2023-12-02,0,CURRENT,LOW,CORPORATE,LOW,51919
AL0000645,CASE001737,ACCT002717,CUST001580,TXN0005334,78,2024-02-18,0,CURRENT,MEDIUM,INDIVIDUAL,HIGH,7268
AL0000646,CASE003218,ACCT004667,CUST000415,TXN0005339,88,2024-05-15,1,NRO,MEDIUM,INDIVIDUAL,LOW,19364
AL0000647,CASE002558,ACCT001288,CUST004778,TXN0005344,73,2023-05-04,0,SAVINGS,HIGH,INDIVIDUAL,HIGH,58269
AL0000648,CASE001901,ACCT004405,CUST004474,TXN0005349,88,2023-03-02,1,SAVINGS,HIGH,CORPORATE,HIGH,7189
AL0000649,CASE001458,ACCT006132,CUST001636,TXN0005354,90,2023-04-03,1,CURRENT,HIGH,INDIVIDUAL,LOW,23880
AL0000650,CASE003520,ACCT000009,CUST005544,TXN0005359,76,2023-03-22,0,NRO,MEDIUM,INDIVIDUAL,HIGH,37267
AL0000651,CASE000036,ACCT002817,CUST001348,TXN0005364,81,2024-12-19,0,SAVINGS,LOW,CORPORATE,MEDIUM,46423
AL0000652,CASE001734,ACCT008429,CUST002287,TXN0005369,88,2024-11-28,1,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,31604
AL0000653,CASE004305,ACCT002570,CUST001241,TXN0005374,75,2024-01-16,0,NRE,HIGH,INDIVIDUAL,MEDIUM,21462
AL0000654,CASE004020,ACCT004107,CUST002606,TXN0005379,90,2024-12-22,1,NRE,MEDIUM,CORPORATE,MEDIUM,8573
AL0000655,CASE001531,ACCT005688,CUST003319,TXN0005384,85,2023-02-08,0,CURRENT,MEDIUM,INDIVIDUAL,LOW,11374
AL0000656,CASE003324,ACCT008360,CUST004750,TXN0005389,91,2023-11-20,1,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,23105
AL0000657,CASE001109,ACCT008206,CUST000157,TXN0005394,94,2024-07-13,1,NRO,MEDIUM,CORPORATE,LOW,32818
AL0000658,CASE004069,ACCT007235,CUST002974,TXN0005399,66,2024-02-25,0,SAVINGS,HIGH,INDIVIDUAL,LOW,55063
AL0000659,CASE000710,ACCT007664,CUST004838,TXN0005404,75,2023-03-10,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,46666
AL0000660,CASE001195,ACCT008734,CUST000716,TXN0005409,68,2024-07-14,0,NRO,MEDIUM,CORPORATE,MEDIUM,23616
AL0000661,CASE003195,ACCT008552,CUST000520,TXN0005414,74,2024-08-13,0,CURRENT,LOW,CORPORATE,HIGH,59149
AL0000662,CASE001485,ACCT008991,CUST004102,TXN0005419,91,2023-04-04,1,NRO,MEDIUM,INDIVIDUAL,MEDIUM,16731
AL0000663,CASE003688,ACCT004447,CUST001557,TXN0005424,68,2023-07-02,0,CURRENT,MEDIUM,CORPORATE,HIGH,42239
AL0000664,CASE000405,ACCT005675,CUST004413,TXN0005429,66,2023-08-10,0,CURRENT,LOW,CORPORATE,MEDIUM,54242
AL0000665,CASE002360,ACCT001139,CUST001298,TXN0005434,89,2023-01-26,0,CURRENT,HIGH,CORPORATE,MEDIUM,6918
AL0000666,CASE003079,ACCT003894,CUST002148,TXN0005439,68,2024-07-03,0,CURRENT,HIGH,CORPORATE,HIGH,29429
AL0000667,CASE002985,ACCT000290,CUST001149,TXN0005444,78,2024-09-16,1,CURRENT,HIGH,CORPORATE,MEDIUM,9748
AL0000668,CASE004571,ACCT006312,CUST002387,TXN0005449,87,2024-07-23,1,NRE,MEDIUM,CORPORATE,HIGH,22843
AL0000669,CASE000696,ACCT003905,CUST003470,TXN0005454,88,2023-05-17,1,NRE,LOW,CORPORATE,MEDIUM,6899
AL0000670,CASE001139,ACCT001906,CUST003211,TXN0005459,84,2023-05-09,0,NRO,LOW,CORPORATE,LOW,33794
AL0000671,CASE004700,ACCT007271,CUST002074,TXN0005464,65,2024-11-15,0,NRO,MEDIUM,INDIVIDUAL,HIGH,33610
AL0000672,CASE001779,ACCT001094,CUST002702,TXN0005469,93,2024-10-06,0,NRE,HIGH,INDIVIDUAL,HIGH,48791
AL0000673,CASE003313,ACCT000789,CUST000886,TXN0005474,90,2023-12-22,1,NRE,LOW,INDIVIDUAL,HIGH,24871
AL0000674,CASE001199,ACCT001077,CUST005338,TXN0005479,68,2023-03-21,0,NRE,LOW,CORPORATE,HIGH,26505
AL0000675,CASE001042,ACCT006856,CUST005519,TXN0005484,68,2023-11-19,0,CURRENT,MEDIUM,CORPORATE,MEDIUM,43610
AL0000676,CASE000353,ACCT003112,CUST003058,TXN0005489,91,2023-09-18,1,CURRENT,HIGH,CORPORATE,HIGH,45156
AL0000677,CASE003398,ACCT006539,CUST001628,TXN0005494,95,2024-01-01,1,NRE,HIGH,CORPORATE,MEDIUM,32421
AL0000678,CASE002981,ACCT007549,CUST002615,TXN0005499,79,2023-09-21,0,SAVINGS,HIGH,INDIVIDUAL,LOW,49462
AL0000679,CASE001278,ACCT001035,CUST002177,TXN0005504,91,2023-10-21,1,NRO,LOW,INDIVIDUAL,LOW,13333
AL0000680,CASE004857,ACCT005479,CUST003651,TXN0005509,73,2023-09-19,0,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,11713
AL0000681,CASE002500,ACCT005602,CUST001592,TXN0005514,87,2024-05-03,1,SAVINGS,LOW,CORPORATE,LOW,5788
AL0000682,CASE000751,ACCT007858,CUST000640,TXN0005519,77,2024-06-21,0,SAVINGS,LOW,CORPORATE,HIGH,17274
AL0000683,CASE003621,ACCT005098,CUST003370,TXN0005524,91,2023-06-27,1,SAVINGS,MEDIUM,CORPORATE,MEDIUM,16502
AL0000684,CASE003215,ACCT003479,CUST000367,TXN0005529,66,2024-07-17,0,NRO,HIGH,CORPORATE,LOW,52663
AL0000685,CASE004337,ACCT005433,CUST004139,TXN0005534,91,2023-05-25,1,NRO,MEDIUM,INDIVIDUAL,MEDIUM,14042
AL0000686,CASE001757,ACCT002993,CUST002706,TXN0005536,74,2024-07-30,0,NRE,LOW,INDIVIDUAL,MEDIUM,28422
AL0000687,CASE004029,ACCT004389,CUST005679,TXN0005538,84,2024-02-18,0,CURRENT,LOW,INDIVIDUAL,MEDIUM,38324
AL0000688,CASE002577,ACCT007139,CUST001824,TXN0005540,71,2023-10-08,0,NRO,HIGH,CORPORATE,HIGH,57809
AL0000689,CASE000820,ACCT005776,CUST003950,TXN0005542,78,2024-04-11,0,SAVINGS,MEDIUM,CORPORATE,HIGH,22131
AL0000690,CASE002421,ACCT003868,CUST004055,TXN0005544,86,2024-08-18,1,NRE,MEDIUM,INDIVIDUAL,HIGH,41047
AL0000691,CASE000540,ACCT003875,CUST000582,TXN0005546,77,2023-07-24,1,NRE,HIGH,CORPORATE,HIGH,15463
AL0000692,CASE003814,ACCT000559,CUST005464,TXN0005548,86,2024-07-21,1,NRE,MEDIUM,INDIVIDUAL,LOW,47936
AL0000693,CASE001749,ACCT001975,CUST003014,TXN0005550,87,2024-03-12,1,NRE,LOW,CORPORATE,MEDIUM,59998
AL0000694,CASE002281,ACCT004368,CUST000853,TXN0005552,90,2024-06-14,1,NRE,MEDIUM,INDIVIDUAL,HIGH,9850
AL0000695,CASE003237,ACCT004950,CUST000399,TXN0005554,90,2024-02-24,1,NRO,MEDIUM,INDIVIDUAL,HIGH,10944
AL0000696,CASE002151,ACCT005086,CUST001485,TXN0005556,68,2023-08-25,0,NRO,LOW,INDIVIDUAL,LOW,26688
AL0000697,CASE002104,ACCT006029,CUST005040,TXN0005558,77,2023-12-29,1,CURRENT,LOW,INDIVIDUAL,HIGH,36129
AL0000698,CASE004746,ACCT000909,CUST002060,TXN0005560,73,2024-01-11,0,SAVINGS,LOW,INDIVIDUAL,HIGH,27302
AL0000699,CASE003304,ACCT003839,CUST002880,TXN0005562,86,2024-12-05,0,NRO,MEDIUM,CORPORATE,LOW,30942
AL0000700,CASE004925,ACCT006498,CUST001197,TXN0005564,75,2023-04-03,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,36014
AL0000701,CASE004679,ACCT004325,CUST004801,TXN0005566,91,2023-10-15,1,CURRENT,MEDIUM,CORPORATE,LOW,8200
AL0000702,CASE003839,ACCT003408,CUST000302,TXN0005568,85,2023-12-12,0,NRE,LOW,INDIVIDUAL,MEDIUM,44025
AL0000703,CASE001976,ACCT003568,CUST004709,TXN0005570,84,2023-02-19,0,SAVINGS,LOW,CORPORATE,MEDIUM,59057
AL0000704,CASE001319,ACCT003504,CUST003541,TXN0005572,87,2023-07-21,1,CURRENT,HIGH,INDIVIDUAL,HIGH,50000
AL0000705,CASE004911,ACCT007846,CUST002290,TXN0005574,89,2023-09-27,1,NRE,LOW,CORPORATE,HIGH,15205
AL0000706,CASE004624,ACCT003118,CUST003959,TXN0005576,81,2024-03-05,0,SAVINGS,MEDIUM,CORPORATE,MEDIUM,40023
AL0000707,CASE001936,ACCT003454,CUST003955,TXN0005578,81,2024-11-20,0,SAVINGS,MEDIUM,CORPORATE,MEDIUM,16651
AL0000708,CASE002976,ACCT004971,CUST005618,TXN0005580,77,2024-02-21,0,NRO,MEDIUM,INDIVIDUAL,HIGH,42831
AL0000709,CASE000710,ACCT008347,CUST000430,TXN0005582,78,2023-04-06,0,CURRENT,HIGH,CORPORATE,HIGH,4156
AL0000710,CASE003334,ACCT002181,CUST004937,TXN0005584,67,2023-12-27,0,SAVINGS,LOW,INDIVIDUAL,HIGH,19161
AL0000711,CASE003786,ACCT007692,CUST000937,TXN0005586,70,2024-12-30,0,NRO,MEDIUM,CORPORATE,MEDIUM,22841
AL0000712,CASE002205,ACCT005076,CUST005951,TXN0005588,78,2023-07-01,0,CURRENT,HIGH,INDIVIDUAL,HIGH,11930
AL0000713,CASE003706,ACCT005750,CUST000846,TXN0005590,71,2023-03-09,0,NRO,HIGH,CORPORATE,HIGH,58715
AL0000714,CASE001741,ACCT000574,CUST004663,TXN0005592,82,2023-02-27,0,SAVINGS,HIGH,INDIVIDUAL,HIGH,45501
AL0000715,CASE000028,ACCT004287,CUST001543,TXN0005594,69,2023-09-10,0,NRO,LOW,CORPORATE,MEDIUM,35143
AL0000716,CASE004119,ACCT002332,CUST002644,TXN0005596,82,2023-04-22,0,NRE,LOW,CORPORATE,LOW,21029
AL0000717,CASE002932,ACCT001641,CUST005265,TXN0005598,72,2023-06-11,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,34330
AL0000718,CASE004636,ACCT000917,CUST005654,TXN0005600,69,2024-03-09,0,NRE,LOW,INDIVIDUAL,HIGH,10084
AL0000719,CASE002530,ACCT003037,CUST004372,TXN0005602,90,2023-05-01,1,NRO,LOW,INDIVIDUAL,MEDIUM,31354
AL0000720,CASE000374,ACCT008189,CUST003322,TXN0005604,77,2023-12-01,0,NRE,HIGH,CORPORATE,HIGH,11198
AL0000721,CASE001349,ACCT008692,CUST003883,TXN0005606,87,2023-06-09,1,CURRENT,LOW,CORPORATE,HIGH,19463
AL0000722,CASE000151,ACCT006698,CUST003024,TXN0005608,65,2023-12-18,0,NRO,MEDIUM,INDIVIDUAL,LOW,49849
AL0000723,CASE002406,ACCT007879,CUST001373,TXN0005610,86,2024-01-17,1,SAVINGS,HIGH,INDIVIDUAL,LOW,28972
AL0000724,CASE004844,ACCT006710,CUST000796,TXN0005612,88,2023-05-27,0,NRE,LOW,INDIVIDUAL,HIGH,4516
AL0000725,CASE002724,ACCT001889,CUST003167,TXN0005614,66,2023-04-23,0,SAVINGS,LOW,INDIVIDUAL,HIGH,17484
AL0000726,CASE001627,ACCT001937,CUST001270,TXN0005616,88,2023-05-09,1,NRO,HIGH,CORPORATE,MEDIUM,8445
AL0000727,CASE003810,ACCT004235,CUST005844,TXN0005618,78,2023-11-02,0,NRE,LOW,INDIVIDUAL,LOW,15206
AL0000728,CASE002380,ACCT007792,CUST001180,TXN0005620,71,2024-05-10,0,NRE,MEDIUM,INDIVIDUAL,MEDIUM,12667
AL0000729,CASE000980,ACCT001415,CUST005306,TXN0005622,84,2023-07-31,0,NRO,HIGH,INDIVIDUAL,HIGH,36303
AL0000730,CASE000155,ACCT004266,CUST000459,TXN0005624,76,2024-12-10,1,SAVINGS,HIGH,CORPORATE,HIGH,53545
AL0000731,CASE004519,ACCT005248,CUST004087,TXN0005626,93,2023-06-29,1,NRO,MEDIUM,INDIVIDUAL,LOW,20832
AL0000732,CASE004881,ACCT005764,CUST004815,TXN0005628,90,2023-09-07,1,CURRENT,LOW,CORPORATE,HIGH,12475
AL0000733,CASE003210,ACCT006020,CUST004245,TXN0005630,79,2023-01-14,0,NRO,MEDIUM,CORPORATE,HIGH,43212
AL0000734,CASE004724,ACCT002605,CUST001576,TXN0005632,95,2023-04-29,1,CURRENT,HIGH,INDIVIDUAL,HIGH,22123
AL0000735,CASE003329,ACCT002455,CUST003856,TXN0005634,81,2024-09-11,0,NRO,HIGH,CORPORATE,HIGH,24145
AL0000736,CASE002790,ACCT008658,CUST001037,TXN0005636,70,2023-01-15,0,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,55363
AL0000737,CASE001603,ACCT008688,CUST002714,TXN0005638,75,2023-09-28,0,NRO,MEDIUM,CORPORATE,MEDIUM,35163
AL0000738,CASE002086,ACCT002862,CUST001475,TXN0005640,78,2024-05-30,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,22154
AL0000739,CASE001327,ACCT003827,CUST003373,TXN0005642,94,2024-05-24,0,NRE,MEDIUM,INDIVIDUAL,MEDIUM,54078
AL0000740,CASE002864,ACCT004272,CUST001443,TXN0005644,70,2024-07-04,0,NRE,HIGH,INDIVIDUAL,HIGH,47590
AL0000741,CASE001858,ACCT004814,CUST001500,TXN0005646,94,2024-09-19,1,NRE,LOW,CORPORATE,MEDIUM,26888
AL0000742,CASE002152,ACCT007256,CUST005834,TXN0005648,76,2024-01-06,0,SAVINGS,MEDIUM,CORPORATE,MEDIUM,44928
AL0000743,CASE002940,ACCT001644,CUST004989,TXN0005650,70,2025-01-01,0,SAVINGS,LOW,CORPORATE,MEDIUM,17134
AL0000744,CASE000361,ACCT004849,CUST001126,TXN0005652,68,2024-03-10,0,CURRENT,LOW,CORPORATE,MEDIUM,5392
AL0000745,CASE004197,ACCT005035,CUST003804,TXN0005654,79,2024-01-26,0,SAVINGS,HIGH,INDIVIDUAL,HIGH,19473
AL0000746,CASE003282,ACCT007995,CUST005505,TXN0005656,83,2024-09-27,0,CURRENT,HIGH,CORPORATE,LOW,48511
AL0000747,CASE004771,ACCT002632,CUST001200,TXN0005658,85,2023-04-17,0,SAVINGS,HIGH,CORPORATE,MEDIUM,41457
AL0000748,CASE000113,ACCT001034,CUST001221,TXN0005660,87,2023-11-09,1,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,11421
AL0000749,CASE000094,ACCT007827,CUST003366,TXN0005662,87,2024-10-22,1,CURRENT,HIGH,INDIVIDUAL,HIGH,52654
AL0000750,CASE002576,ACCT005077,CUST000481,TXN0005664,90,2024-01-04,1,CURRENT,LOW,INDIVIDUAL,MEDIUM,52842
AL0000751,CASE003828,ACCT003047,CUST005919,TXN0005666,80,2024-08-21,0,NRE,HIGH,INDIVIDUAL,LOW,17920
AL0000752,CASE001983,ACCT007483,CUST002225,TXN0005668,73,2023-08-08,0,NRO,LOW,CORPORATE,LOW,57560
AL0000753,CASE002815,ACCT006687,CUST000108,TXN0005670,71,2024-07-27,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,47844
AL0000754,CASE003253,ACCT007263,CUST002366,TXN0005672,85,2023-03-23,0,NRO,HIGH,CORPORATE,LOW,50499
AL0000755,CASE004815,ACCT001861,CUST005294,TXN0005674,93,2023-03-18,1,NRE,HIGH,INDIVIDUAL,MEDIUM,55186
AL0000756,CASE003525,ACCT002266,CUST002847,TXN0005676,80,2023-09-02,0,NRO,LOW,INDIVIDUAL,HIGH,39587
AL0000757,CASE003333,ACCT004929,CUST003305,TXN0005678,72,2024-01-20,0,CURRENT,HIGH,INDIVIDUAL,HIGH,53462
AL0000758,CASE000720,ACCT004471,CUST002413,TXN0005680,68,2024-07-25,0,NRE,MEDIUM,CORPORATE,HIGH,16894
AL0000759,CASE001664,ACCT001342,CUST001558,TXN0005682,68,2023-01-25,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,40390
AL0000760,CASE000437,ACCT004390,CUST000556,TXN0005684,67,2024-03-22,0,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,50782
AL0000761,CASE003830,ACCT002118,CUST005609,TXN0005686,87,2023-02-08,1,CURRENT,HIGH,CORPORATE,LOW,44331
AL0000762,CASE000791,ACCT001528,CUST000356,TXN0005688,92,2023-09-04,1,NRE,MEDIUM,INDIVIDUAL,LOW,32131
AL0000763,CASE000463,ACCT004491,CUST002171,TXN0005690,88,2024-11-22,1,SAVINGS,LOW,CORPORATE,MEDIUM,17005
AL0000764,CASE004416,ACCT001110,CUST004216,TXN0005692,73,2023-05-18,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,47412
AL0000765,CASE004081,ACCT007829,CUST004722,TXN0005694,83,2024-08-08,0,CURRENT,LOW,INDIVIDUAL,HIGH,16340
AL0000766,CASE002206,ACCT002957,CUST003500,TXN0005696,71,2023-12-28,0,NRO,HIGH,CORPORATE,HIGH,14849
AL0000767,CASE002249,ACCT006713,CUST001893,TXN0005698,86,2024-06-25,1,SAVINGS,LOW,CORPORATE,MEDIUM,3037
AL0000768,CASE003164,ACCT005073,CUST000927,TXN0005700,93,2024-06-14,1,SAVINGS,MEDIUM,CORPORATE,LOW,57573
AL0000769,CASE003324,ACCT001771,CUST003243,TXN0005702,84,2024-05-06,0,CURRENT,HIGH,INDIVIDUAL,HIGH,33243
AL0000770,CASE001428,ACCT002157,CUST001531,TXN0005704,79,2024-12-20,0,NRE,MEDIUM,INDIVIDUAL,LOW,12755
AL0000771,CASE004287,ACCT002444,CUST001973,TXN0005706,79,2023-04-16,0,SAVINGS,HIGH,INDIVIDUAL,HIGH,16219
AL0000772,CASE002479,ACCT000418,CUST002232,TXN0005708,73,2024-02-03,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,29724
AL0000773,CASE004497,ACCT005742,CUST002960,TXN0005710,83,2023-07-02,0,NRO,HIGH,CORPORATE,LOW,4903
AL0000774,CASE002640,ACCT000334,CUST000500,TXN0005712,87,2024-06-21,1,NRE,LOW,INDIVIDUAL,HIGH,52365
AL0000775,CASE002282,ACCT008219,CUST000798,TXN0005714,94,2023-02-08,1,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,14837
AL0000776,CASE001081,ACCT002518,CUST002452,TXN0005716,77,2023-12-20,0,NRE,MEDIUM,INDIVIDUAL,MEDIUM,52485
AL0000777,CASE002403,ACCT004521,CUST001864,TXN0005718,84,2024-04-27,1,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,27442
AL0000778,CASE000672,ACCT000905,CUST005758,TXN0005720,72,2023-07-28,0,NRE,MEDIUM,INDIVIDUAL,LOW,27328
AL0000779,CASE000147,ACCT008038,CUST003080,TXN0005722,65,2024-05-09,0,SAVINGS,LOW,INDIVIDUAL,LOW,21997
AL0000780,CASE004240,ACCT008846,CUST003058,TXN0005724,65,2024-08-24,0,CURRENT,LOW,CORPORATE,HIGH,45156
AL0000781,CASE004394,ACCT000267,CUST000795,TXN0005726,78,2023-01-14,0,NRO,LOW,INDIVIDUAL,HIGH,6391
AL0000782,CASE002573,ACCT007893,CUST000423,TXN0005728,75,2024-07-24,0,NRE,HIGH,INDIVIDUAL,LOW,45860
AL0000783,CASE001393,ACCT003319,CUST003967,TXN0005730,69,2023-01-07,0,NRE,HIGH,CORPORATE,HIGH,45618
